Group,CURL
Group 1,00.310
Group 1,00.276
Group 1,00.305
Group 1,00.347
Group 1,00.302
Group 1,00.298
Group 1,00.305
Group 1,00.287
Group 1,00.308
Group 1,00.310
Group 1,00.313
Group 1,00.334
Group 1,00.309
Group 1,02.238
Group 1,00.304
Group 1,01.005
Group 1,02.252
Group 1,00.979
Group 1,00.621
Group 1,00.613
Group 1,00.636
Group 1,00.629
Group 1,00.636
Group 1,00.636
Group 1,01.344
Group 1,02.227
Group 1,00.649
Group 1,00.672
Group 1,00.643
Group 1,00.642
Group 2,020.651
Group 2,020.591
Group 2,020.643
Group 2,020.614
Group 2,020.593
Group 2,020.633
Group 2,020.612
Group 2,020.579
Group 2,020.663
Group 2,020.603
Group 2,020.597
Group 2,020.613
Group 2,020.598
Group 2,020.638
Group 2,020.614
Group 2,020.606
Group 2,020.646
Group 2,020.614
Group 2,020.646
Group 2,020.644
Group 2,020.651
Group 2,020.643
Group 2,020.638
Group 2,020.603
Group 2,020.610
Group 2,020.615
Group 2,020.606
Group 2,020.618
Group 2,020.619
Group 2,020.619
