Data; Group; Nome_POD; APT
seg 27 fev 2023 11:03:31 -03; Group 1; redis-67db9bd79b-6v9ng; 1.19
seg 27 fev 2023 11:03:32 -03; Group 1; redis-67db9bd79b-6v9ng; 0.80
seg 27 fev 2023 11:03:33 -03; Group 1; redis-67db9bd79b-6v9ng; 0.77
seg 27 fev 2023 11:03:34 -03; Group 1; redis-67db9bd79b-6v9ng; 0.74
seg 27 fev 2023 11:03:35 -03; Group 1; redis-67db9bd79b-6v9ng; 0.71
seg 27 fev 2023 11:03:36 -03; Group 1; redis-67db9bd79b-6v9ng; 0.70
seg 27 fev 2023 11:03:38 -03; Group 1; redis-67db9bd79b-6v9ng; 0.73
seg 27 fev 2023 11:03:39 -03; Group 1; redis-67db9bd79b-6v9ng; 0.77
seg 27 fev 2023 11:03:40 -03; Group 1; redis-67db9bd79b-6v9ng; 1.01
seg 27 fev 2023 11:03:42 -03; Group 1; redis-67db9bd79b-6v9ng; 1.09
seg 27 fev 2023 11:03:43 -03; Group 1; redis-67db9bd79b-6v9ng; 0.76
seg 27 fev 2023 11:03:44 -03; Group 1; redis-67db9bd79b-6v9ng; 0.74
seg 27 fev 2023 11:03:45 -03; Group 1; redis-67db9bd79b-6v9ng; 0.76
seg 27 fev 2023 11:03:46 -03; Group 1; redis-67db9bd79b-6v9ng; 0.75
seg 27 fev 2023 11:03:47 -03; Group 1; redis-67db9bd79b-6v9ng; 0.74
seg 27 fev 2023 11:03:49 -03; Group 1; redis-67db9bd79b-6v9ng; 0.75
seg 27 fev 2023 11:03:50 -03; Group 1; redis-67db9bd79b-6v9ng; 0.71
seg 27 fev 2023 11:03:51 -03; Group 1; redis-67db9bd79b-6v9ng; 0.76
seg 27 fev 2023 11:03:52 -03; Group 1; redis-67db9bd79b-6v9ng; 1.14
seg 27 fev 2023 11:03:54 -03; Group 1; redis-67db9bd79b-6v9ng; 0.71
seg 27 fev 2023 11:03:55 -03; Group 1; redis-67db9bd79b-6v9ng; 0.75
seg 27 fev 2023 11:03:56 -03; Group 1; redis-67db9bd79b-6v9ng; 0.74
seg 27 fev 2023 11:03:57 -03; Group 1; redis-67db9bd79b-6v9ng; 0.74
seg 27 fev 2023 11:03:58 -03; Group 1; redis-67db9bd79b-6v9ng; 0.72
seg 27 fev 2023 11:03:59 -03; Group 1; redis-67db9bd79b-6v9ng; 0.77
seg 27 fev 2023 11:04:01 -03; Group 1; redis-67db9bd79b-6v9ng; 1.13
seg 27 fev 2023 11:04:02 -03; Group 1; redis-67db9bd79b-6v9ng; 0.73
seg 27 fev 2023 11:04:03 -03; Group 1; redis-67db9bd79b-6v9ng; 0.73
seg 27 fev 2023 11:04:04 -03; Group 1; redis-67db9bd79b-6v9ng; 0.72
seg 27 fev 2023 11:04:05 -03; Group 1; redis-67db9bd79b-6v9ng; 0.74
