Data; Group; Nome_POD; APT
seg 27 fev 2023 11:04:07 -03; Group 1; result-77f68799c4-kbc42; 01.630
seg 27 fev 2023 11:04:10 -03; Group 1; result-77f68799c4-kbc42; 01.604
seg 27 fev 2023 11:04:12 -03; Group 1; result-77f68799c4-kbc42; 01.621
seg 27 fev 2023 11:04:14 -03; Group 1; result-77f68799c4-kbc42; 01.584
seg 27 fev 2023 11:04:16 -03; Group 1; result-77f68799c4-kbc42; 01.545
seg 27 fev 2023 11:04:18 -03; Group 1; result-77f68799c4-kbc42; 01.513
seg 27 fev 2023 11:04:20 -03; Group 1; result-77f68799c4-kbc42; 01.551
seg 27 fev 2023 11:04:22 -03; Group 1; result-77f68799c4-kbc42; 01.574
seg 27 fev 2023 11:04:24 -03; Group 1; result-77f68799c4-kbc42; 01.589
seg 27 fev 2023 11:04:26 -03; Group 1; result-77f68799c4-kbc42; 01.620
seg 27 fev 2023 11:04:28 -03; Group 1; result-77f68799c4-kbc42; 01.590
seg 27 fev 2023 11:04:30 -03; Group 1; result-77f68799c4-kbc42; 01.864
seg 27 fev 2023 11:04:32 -03; Group 1; result-77f68799c4-kbc42; 01.582
seg 27 fev 2023 11:04:34 -03; Group 1; result-77f68799c4-kbc42; 01.622
seg 27 fev 2023 11:04:36 -03; Group 1; result-77f68799c4-kbc42; 01.566
seg 27 fev 2023 11:04:38 -03; Group 1; result-77f68799c4-kbc42; 01.617
seg 27 fev 2023 11:04:40 -03; Group 1; result-77f68799c4-kbc42; 01.929
seg 27 fev 2023 11:04:42 -03; Group 1; result-77f68799c4-kbc42; 01.541
seg 27 fev 2023 11:04:44 -03; Group 1; result-77f68799c4-kbc42; 01.551
seg 27 fev 2023 11:04:46 -03; Group 1; result-77f68799c4-kbc42; 01.625
seg 27 fev 2023 11:04:48 -03; Group 1; result-77f68799c4-kbc42; 01.562
seg 27 fev 2023 11:04:51 -03; Group 1; result-77f68799c4-kbc42; 02.029
seg 27 fev 2023 11:04:53 -03; Group 1; result-77f68799c4-kbc42; 01.647
seg 27 fev 2023 11:04:55 -03; Group 1; result-77f68799c4-kbc42; 01.514
seg 27 fev 2023 11:04:57 -03; Group 1; result-77f68799c4-kbc42; 01.598
seg 27 fev 2023 11:04:59 -03; Group 1; result-77f68799c4-kbc42; 01.509
seg 27 fev 2023 11:05:01 -03; Group 1; result-77f68799c4-kbc42; 01.790
seg 27 fev 2023 11:05:03 -03; Group 1; result-77f68799c4-kbc42; 01.499
seg 27 fev 2023 11:05:05 -03; Group 1; result-77f68799c4-kbc42; 01.615
seg 27 fev 2023 11:05:07 -03; Group 1; result-77f68799c4-kbc42; 01.564
