Group,APT
Group 2,201.01677366470
Group 2,202.01677366592
Group 2,202.01677366714
Group 2,201.01677366835
Group 2,202.01677366957
Group 2,201.01677367078
Group 2,242.01677367200
Group 2,202.01677367322
Group 2,201.01677367443
Group 2,202.01677367565
Group 2,201.01677367686
Group 2,202.01677367808
Group 2,202.01677367930
Group 2,201.01677368051
Group 2,202.01677368173
Group 2,201.01677368294
Group 2,202.01677368416
Group 2,202.01677368538
Group 2,201.01677368659
Group 2,202.01677368781
Group 2,201.01677368902
Group 2,202.01677369024
Group 2,201.01677369145
Group 2,202.01677369267
Group 2,201.01677369388
Group 2,202.01677369510
Group 2,4202.01677369632
Group 2,201.01677369753
Group 2,202.01677369875
Group 2,201.01677369996
