Group,PING
Group 2,18.01677703819
Group 2,19.01677703838
Group 2,18.01677703856
Group 2,58.01677703874
Group 2,18.01677703892
Group 2,19.01677703911
Group 2,58.01677703929
Group 2,18.01677703947
Group 2,18.01677703965
Group 2,58.01677703983
Group 2,19.01677704002
Group 2,18.01677704020
Group 2,18.01677704038
Group 2,58.01677704056
Group 2,19.01677704075
Group 2,18.01677704093
Group 2,58.01677704111
Group 2,18.01677704129
Group 2,19.01677704148
Group 2,58.01677704166
Group 2,18.01677704184
Group 2,18.01677704202
Group 2,59.01677704221
Group 2,18.01677704239
Group 2,18.01677704257
Group 2,18.01677704275
Group 2,59.01677704294
Group 2,18.01677704312
Group 2,18.01677704330
Group 2,58.01677704348
