Group,APT
Group 2,202.01678204241
Group 2,201.01678204362
Group 2,202.01678204484
Group 2,201.01678204605
Group 2,202.01678204727
Group 2,4201.01678204848
Group 2,202.01678204970
Group 2,202.01678205092
Group 2,201.01678205213
Group 2,202.01678205335
Group 2,201.01678205456
Group 2,202.01678205578
Group 2,201.01678205699
Group 2,242.01678205821
Group 2,202.01678205943
Group 2,201.01678206064
Group 2,202.01678206186
Group 2,201.01678206307
Group 2,202.01678206429
Group 2,202.01678206551
Group 2,201.01678206672
Group 2,202.01678206794
Group 2,201.01678206915
Group 2,202.01678207037
Group 2,202.01678207159
Group 2,201.01678207280
Group 2,202.01678207402
Group 2,201.01678207523
Group 2,202.01678207645
Group 2,201.01678207766
