Group,WGET
Group 2,21.01677434083
Group 2,60.01677434103
Group 2,20.01677434123
Group 2,20.01677434143
Group 2,61.01677434164
Group 2,20.01677434184
Group 2,20.01677434204
Group 2,60.01677434224
Group 2,21.01677434245
Group 2,20.01677434265
Group 2,60.01677434285
Group 2,21.01677434306
Group 2,20.01677434326
Group 2,60.01677434346
Group 2,20.01677434366
Group 2,21.01677434387
Group 2,4060.01677434407
Group 2,20.01677434427
Group 2,20.01677434447
Group 2,61.01677434468
Group 2,20.01677434488
Group 2,20.01677434508
Group 2,60.01677434528
Group 2,21.01677434549
Group 2,20.01677434569
Group 2,60.01677434589
Group 2,20.01677434609
Group 2,21.01677434630
Group 2,60.01677434650
Group 2,20.01677434670
