Group,media
Group 1,146.05
Group 1,12.7168
Group 1,12.7501
Group 1,11.4168
Group 1,12.7501
Group 1,12.7501
Group 1,12.7501
Group 1,12.7168
Group 1,11.3501
Group 1,11.4168
Group 2,29.4501
Group 2,29.3834
Group 2,29.3834
Group 2,28.0834
Group 2,29.3834
Group 2,28.0834
Group 2,28.0501
Group 2,29.3834
Group 2,29.4168
Group 2,28.0834
