Group,WGET
Group 1,00.275
Group 1,00.303
Group 1,00.287
Group 1,00.310
Group 1,00.273
Group 1,00.300
Group 1,00.283
Group 1,00.291
Group 1,00.300
Group 1,00.276
Group 1,00.293
Group 1,00.299
Group 1,00.288
Group 1,00.267
Group 1,00.280
Group 1,00.302
Group 1,00.318
Group 1,00.270
Group 1,00.288
Group 1,00.273
Group 1,00.279
Group 1,00.307
Group 1,00.297
Group 1,00.303
Group 1,00.295
Group 1,00.296
Group 1,00.325
Group 1,00.293
Group 1,00.281
Group 1,00.304
Group 2,00.301
Group 2,00.304
Group 2,00.289
Group 2,00.322
Group 2,00.318
Group 2,00.285
Group 2,00.318
Group 2,00.310
Group 2,00.305
Group 2,00.282
Group 2,00.284
Group 2,00.276
Group 2,00.285
Group 2,00.261
Group 2,00.280
Group 2,00.311
Group 2,00.314
Group 2,00.295
Group 2,00.301
Group 2,00.300
Group 2,00.311
Group 2,00.299
Group 2,00.283
Group 2,00.265
Group 2,00.303
Group 2,00.272
Group 2,00.292
Group 2,00.299
Group 2,00.313
Group 2,00.284
