Group,WGET
Group 2,60.01678118892
Group 2,20.01678118912
Group 2,21.01678118933
Group 2,60.01678118953
Group 2,20.01678118973
Group 2,21.01678118994
Group 2,60.01678119014
Group 2,20.01678119034
Group 2,20.01678119054
Group 2,61.01678119075
Group 2,20.01678119095
Group 2,20.01678119115
Group 2,60.01678119135
Group 2,20.01678119155
Group 2,20.01678119176
Group 2,60.01678119196
Group 2,20.01678119216
Group 2,20.01678119236
Group 2,60.01678119257
Group 2,20.01678119277
Group 2,20.01678119297
Group 2,60.01678119317
Group 2,20.01678119338
Group 2,20.01678119358
Group 2,60.01678119378
Group 2,20.01678119398
Group 2,21.01678119419
Group 2,60.01678119439
Group 2,20.01678119459
Group 2,61.01678119480
