Group,media
Group 1,3.38343
Group 1,3.28344
Group 1,5.68344
Group 1,3.38344
Group 1,2.81678
Group 1,3.28344
Group 1,3.31678
Group 1,3.28344
Group 1,3.38345
Group 1,3.35011
Group 2,336.25
Group 2,336.283
Group 2,469.55
Group 2,336.35
Group 2,334.917
Group 2,336.283
Group 2,334.95
Group 2,334.917
Group 2,336.25
Group 2,336.283
