Group,media
Group 1,1.88343
Group 1,1.85011
Group 1,0.550107
Group 1,0.550108
Group 1,0.21678
Group 1,0.483441
Group 1,0.550115
Group 1,0.516777
Group 1,0.550115
Group 1,0.516776
Group 2,35.4834
Group 2,34.2168
Group 2,35.5168
Group 2,35.5501
Group 2,35.4501
Group 2,35.5501
Group 2,34.2168
Group 2,34.1501
Group 2,34.2168
Group 2,35.5168
