Data; Group; Nome_POD; IPERF
dom 05 mar 2023 16:24:13 -03; Group 1; vote-79787c6c8b-qpzmg; 8.87
dom 05 mar 2023 16:24:23 -03; Group 1; vote-79787c6c8b-qpzmg; 8.93
dom 05 mar 2023 16:24:34 -03; Group 1; vote-79787c6c8b-qpzmg; 8.65
dom 05 mar 2023 16:24:44 -03; Group 1; vote-79787c6c8b-qpzmg; 8.96
dom 05 mar 2023 16:24:55 -03; Group 1; vote-79787c6c8b-qpzmg; 9.06
dom 05 mar 2023 16:25:05 -03; Group 1; vote-79787c6c8b-qpzmg; 8.99
dom 05 mar 2023 16:25:16 -03; Group 1; vote-79787c6c8b-qpzmg; 9.00
dom 05 mar 2023 16:25:26 -03; Group 1; vote-79787c6c8b-qpzmg; 9.00
dom 05 mar 2023 16:25:37 -03; Group 1; vote-79787c6c8b-qpzmg; 8.75
dom 05 mar 2023 16:25:47 -03; Group 1; vote-79787c6c8b-qpzmg; 9.04
dom 05 mar 2023 16:25:58 -03; Group 1; vote-79787c6c8b-qpzmg; 9.27
dom 05 mar 2023 16:26:08 -03; Group 1; vote-79787c6c8b-qpzmg; 8.77
dom 05 mar 2023 16:26:19 -03; Group 1; vote-79787c6c8b-qpzmg; 9.00
dom 05 mar 2023 16:26:29 -03; Group 1; vote-79787c6c8b-qpzmg; 9.00
dom 05 mar 2023 16:26:40 -03; Group 1; vote-79787c6c8b-qpzmg; 9.03
dom 05 mar 2023 16:26:50 -03; Group 1; vote-79787c6c8b-qpzmg; 9.01
dom 05 mar 2023 16:27:01 -03; Group 1; vote-79787c6c8b-qpzmg; 8.58
dom 05 mar 2023 16:27:11 -03; Group 1; vote-79787c6c8b-qpzmg; 8.70
dom 05 mar 2023 16:27:21 -03; Group 1; vote-79787c6c8b-qpzmg; 8.99
dom 05 mar 2023 16:27:32 -03; Group 1; vote-79787c6c8b-qpzmg; 8.95
dom 05 mar 2023 16:27:42 -03; Group 1; vote-79787c6c8b-qpzmg; 8.86
dom 05 mar 2023 16:27:53 -03; Group 1; vote-79787c6c8b-qpzmg; 9.02
dom 05 mar 2023 16:28:03 -03; Group 1; vote-79787c6c8b-qpzmg; 8.91
dom 05 mar 2023 16:28:14 -03; Group 1; vote-79787c6c8b-qpzmg; 8.90
dom 05 mar 2023 16:28:24 -03; Group 1; vote-79787c6c8b-qpzmg; 9.05
dom 05 mar 2023 16:28:35 -03; Group 1; vote-79787c6c8b-qpzmg; 9.07
dom 05 mar 2023 16:28:45 -03; Group 1; vote-79787c6c8b-qpzmg; 9.09
dom 05 mar 2023 16:28:56 -03; Group 1; vote-79787c6c8b-qpzmg; 8.76
dom 05 mar 2023 16:29:06 -03; Group 1; vote-79787c6c8b-qpzmg; 9.03
dom 05 mar 2023 16:29:17 -03; Group 1; vote-79787c6c8b-qpzmg; 9.04
