Data; Group; Nome_POD; IPERF
dom 05 mar 2023 16:13:44 -03; Group 1; redis-67db9bd79b-8rxkm; 8.86
dom 05 mar 2023 16:13:54 -03; Group 1; redis-67db9bd79b-8rxkm; 9.11
dom 05 mar 2023 16:14:05 -03; Group 1; redis-67db9bd79b-8rxkm; 8.94
dom 05 mar 2023 16:14:15 -03; Group 1; redis-67db9bd79b-8rxkm; 9.13
dom 05 mar 2023 16:14:26 -03; Group 1; redis-67db9bd79b-8rxkm; 8.89
dom 05 mar 2023 16:14:36 -03; Group 1; redis-67db9bd79b-8rxkm; 9.04
dom 05 mar 2023 16:14:47 -03; Group 1; redis-67db9bd79b-8rxkm; 8.82
dom 05 mar 2023 16:14:57 -03; Group 1; redis-67db9bd79b-8rxkm; 9.07
dom 05 mar 2023 16:15:08 -03; Group 1; redis-67db9bd79b-8rxkm; 9.19
dom 05 mar 2023 16:15:18 -03; Group 1; redis-67db9bd79b-8rxkm; 9.15
dom 05 mar 2023 16:15:28 -03; Group 1; redis-67db9bd79b-8rxkm; 8.78
dom 05 mar 2023 16:15:39 -03; Group 1; redis-67db9bd79b-8rxkm; 8.70
dom 05 mar 2023 16:15:49 -03; Group 1; redis-67db9bd79b-8rxkm; 8.98
dom 05 mar 2023 16:16:00 -03; Group 1; redis-67db9bd79b-8rxkm; 9.17
dom 05 mar 2023 16:16:10 -03; Group 1; redis-67db9bd79b-8rxkm; 8.95
dom 05 mar 2023 16:16:21 -03; Group 1; redis-67db9bd79b-8rxkm; 9.19
dom 05 mar 2023 16:16:31 -03; Group 1; redis-67db9bd79b-8rxkm; 8.92
dom 05 mar 2023 16:16:42 -03; Group 1; redis-67db9bd79b-8rxkm; 9.06
dom 05 mar 2023 16:16:52 -03; Group 1; redis-67db9bd79b-8rxkm; 8.81
dom 05 mar 2023 16:17:03 -03; Group 1; redis-67db9bd79b-8rxkm; 8.94
dom 05 mar 2023 16:17:13 -03; Group 1; redis-67db9bd79b-8rxkm; 8.90
dom 05 mar 2023 16:17:24 -03; Group 1; redis-67db9bd79b-8rxkm; 8.78
dom 05 mar 2023 16:17:34 -03; Group 1; redis-67db9bd79b-8rxkm; 8.86
dom 05 mar 2023 16:17:45 -03; Group 1; redis-67db9bd79b-8rxkm; 8.88
dom 05 mar 2023 16:17:55 -03; Group 1; redis-67db9bd79b-8rxkm; 9.01
dom 05 mar 2023 16:18:06 -03; Group 1; redis-67db9bd79b-8rxkm; 9.03
dom 05 mar 2023 16:18:16 -03; Group 1; redis-67db9bd79b-8rxkm; 8.99
dom 05 mar 2023 16:18:27 -03; Group 1; redis-67db9bd79b-8rxkm; 8.84
dom 05 mar 2023 16:18:37 -03; Group 1; redis-67db9bd79b-8rxkm; 8.86
dom 05 mar 2023 16:18:48 -03; Group 1; redis-67db9bd79b-8rxkm; 8.85
