Group,CURL
Group 1,1.01677589895
Group 1,.01677589895
Group 1,1.01677589896
Group 1,1.01677589897
Group 1,.01677589897
Group 1,1.01677589898
Group 1,.01677589898
Group 1,1.01677589899
Group 1,.01677589899
Group 1,1.01677589900
Group 1,.01677589900
Group 1,1.01677589901
Group 1,.01677589901
Group 1,1.01677589902
Group 1,.01677589902
Group 1,1.01677589903
Group 1,.01677589903
Group 1,1.01677589904
Group 1,1.01677589905
Group 1,.01677589905
Group 1,1.01677589906
Group 1,.01677589906
Group 1,1.01677589907
Group 1,.01677589907
Group 1,1.01677589908
Group 1,.01677589908
Group 1,1.01677589909
Group 1,.01677589909
Group 1,1.01677589910
Group 1,.01677589910
