Data; Group; Nome_POD; CURL
ter 07 mar 2023 16:54:02 -03; Group 2; worker-78b9ff59fc-bnftj; 00.652
ter 07 mar 2023 16:54:03 -03; Group 2; worker-78b9ff59fc-bnftj; 00.681
ter 07 mar 2023 16:54:04 -03; Group 2; worker-78b9ff59fc-bnftj; 00.615
ter 07 mar 2023 16:54:05 -03; Group 2; worker-78b9ff59fc-bnftj; 00.695
ter 07 mar 2023 16:54:06 -03; Group 2; worker-78b9ff59fc-bnftj; 00.669
ter 07 mar 2023 16:54:07 -03; Group 2; worker-78b9ff59fc-bnftj; 00.670
ter 07 mar 2023 16:54:09 -03; Group 2; worker-78b9ff59fc-bnftj; 00.679
ter 07 mar 2023 16:54:10 -03; Group 2; worker-78b9ff59fc-bnftj; 00.703
ter 07 mar 2023 16:54:11 -03; Group 2; worker-78b9ff59fc-bnftj; 00.648
ter 07 mar 2023 16:54:12 -03; Group 2; worker-78b9ff59fc-bnftj; 00.630
ter 07 mar 2023 16:54:13 -03; Group 2; worker-78b9ff59fc-bnftj; 00.652
ter 07 mar 2023 16:54:14 -03; Group 2; worker-78b9ff59fc-bnftj; 00.675
ter 07 mar 2023 16:54:15 -03; Group 2; worker-78b9ff59fc-bnftj; 00.654
ter 07 mar 2023 16:54:16 -03; Group 2; worker-78b9ff59fc-bnftj; 00.679
ter 07 mar 2023 16:54:17 -03; Group 2; worker-78b9ff59fc-bnftj; 00.683
ter 07 mar 2023 16:54:18 -03; Group 2; worker-78b9ff59fc-bnftj; 00.687
ter 07 mar 2023 16:54:19 -03; Group 2; worker-78b9ff59fc-bnftj; 00.693
ter 07 mar 2023 16:54:20 -03; Group 2; worker-78b9ff59fc-bnftj; 00.752
ter 07 mar 2023 16:54:21 -03; Group 2; worker-78b9ff59fc-bnftj; 00.662
ter 07 mar 2023 16:54:22 -03; Group 2; worker-78b9ff59fc-bnftj; 00.654
ter 07 mar 2023 16:54:23 -03; Group 2; worker-78b9ff59fc-bnftj; 00.677
ter 07 mar 2023 16:54:24 -03; Group 2; worker-78b9ff59fc-bnftj; 00.687
ter 07 mar 2023 16:54:25 -03; Group 2; worker-78b9ff59fc-bnftj; 00.619
ter 07 mar 2023 16:54:26 -03; Group 2; worker-78b9ff59fc-bnftj; 00.652
ter 07 mar 2023 16:54:28 -03; Group 2; worker-78b9ff59fc-bnftj; 00.694
ter 07 mar 2023 16:54:29 -03; Group 2; worker-78b9ff59fc-bnftj; 00.658
ter 07 mar 2023 16:54:30 -03; Group 2; worker-78b9ff59fc-bnftj; 00.685
ter 07 mar 2023 16:54:31 -03; Group 2; worker-78b9ff59fc-bnftj; 00.687
ter 07 mar 2023 16:54:32 -03; Group 2; worker-78b9ff59fc-bnftj; 00.611
ter 07 mar 2023 16:54:33 -03; Group 2; worker-78b9ff59fc-bnftj; 00.637
