Group,APT
Group 1,01.750
Group 1,01.555
Group 1,01.533
Group 1,01.590
Group 1,01.619
Group 1,01.558
Group 1,01.434
Group 1,01.586
Group 1,01.576
Group 1,01.760
Group 1,01.427
Group 1,01.409
Group 1,01.548
Group 1,01.822
Group 1,01.780
Group 1,01.590
Group 1,01.663
Group 1,01.427
Group 1,01.451
Group 1,01.773
Group 1,01.553
Group 1,01.515
Group 1,01.497
Group 1,01.503
Group 1,01.572
Group 1,01.699
Group 1,01.591
Group 1,01.396
Group 1,01.644
Group 1,01.965
Group 2,21.192
Group 2,21.131
Group 2,21.162
Group 2,21.138
Group 2,21.147
Group 2,21.101
Group 2,21.138
Group 2,21.255
Group 2,21.191
Group 2,21.165
Group 2,21.128
Group 2,21.108
Group 2,21.151
Group 2,21.148
Group 2,21.373
Group 2,21.207
Group 2,21.145
Group 2,21.196
Group 2,21.100
Group 2,21.154
Group 2,21.314
Group 2,21.241
Group 2,21.178
Group 2,21.256
Group 2,21.192
Group 2,21.089
Group 2,21.498
Group 2,21.143
Group 2,21.136
Group 2,21.148
