Group,APT
Group 1,01.602
Group 1,01.569
Group 1,01.578
Group 1,01.538
Group 1,01.607
Group 1,01.498
Group 1,01.563
Group 1,01.559
Group 1,01.557
Group 1,01.684
Group 1,01.540
Group 1,01.580
Group 1,01.545
Group 1,01.583
Group 1,01.594
Group 1,01.574
Group 1,01.633
Group 1,01.637
Group 1,01.646
Group 1,01.610
Group 1,01.561
Group 1,01.505
Group 1,01.566
Group 1,01.704
Group 1,01.591
Group 1,01.589
Group 1,01.535
Group 1,01.554
Group 1,01.591
Group 1,01.693
Group 2,01.706
Group 2,01.661
Group 2,01.482
Group 2,01.543
Group 2,01.612
Group 2,01.516
Group 2,01.773
Group 2,01.537
Group 2,01.570
Group 2,01.609
Group 2,01.586
Group 2,01.657
Group 2,01.589
Group 2,01.569
Group 2,01.598
Group 2,01.603
Group 2,01.812
Group 2,01.543
Group 2,01.614
Group 2,01.598
Group 2,01.611
Group 2,01.703
Group 2,01.536
Group 2,01.582
Group 2,01.620
Group 2,01.542
Group 2,01.711
Group 2,01.596
Group 2,01.791
Group 2,01.539
