Data; Group; Nome_POD; PING
sex 24 fev 2023 19:15:43 -03; Group 1; redis-67db9bd79b-vfkg5; 7.20
sex 24 fev 2023 19:15:50 -03; Group 1; redis-67db9bd79b-vfkg5; 7.16
sex 24 fev 2023 19:15:58 -03; Group 1; redis-67db9bd79b-vfkg5; 7.17
sex 24 fev 2023 19:16:06 -03; Group 1; redis-67db9bd79b-vfkg5; 7.16
sex 24 fev 2023 19:16:13 -03; Group 1; redis-67db9bd79b-vfkg5; 7.19
sex 24 fev 2023 19:16:21 -03; Group 1; redis-67db9bd79b-vfkg5; 7.18
sex 24 fev 2023 19:16:28 -03; Group 1; redis-67db9bd79b-vfkg5; 7.16
sex 24 fev 2023 19:16:36 -03; Group 1; redis-67db9bd79b-vfkg5; 7.20
sex 24 fev 2023 19:16:43 -03; Group 1; redis-67db9bd79b-vfkg5; 7.15
sex 24 fev 2023 19:16:51 -03; Group 1; redis-67db9bd79b-vfkg5; 7.20
sex 24 fev 2023 19:16:59 -03; Group 1; redis-67db9bd79b-vfkg5; 7.15
sex 24 fev 2023 19:17:06 -03; Group 1; redis-67db9bd79b-vfkg5; 7.08
sex 24 fev 2023 19:17:14 -03; Group 1; redis-67db9bd79b-vfkg5; 7.17
sex 24 fev 2023 19:17:21 -03; Group 1; redis-67db9bd79b-vfkg5; 7.20
sex 24 fev 2023 19:17:29 -03; Group 1; redis-67db9bd79b-vfkg5; 7.12
sex 24 fev 2023 19:17:36 -03; Group 1; redis-67db9bd79b-vfkg5; 7.19
sex 24 fev 2023 19:17:44 -03; Group 1; redis-67db9bd79b-vfkg5; 7.12
sex 24 fev 2023 19:17:51 -03; Group 1; redis-67db9bd79b-vfkg5; 7.19
sex 24 fev 2023 19:17:59 -03; Group 1; redis-67db9bd79b-vfkg5; 7.16
sex 24 fev 2023 19:18:07 -03; Group 1; redis-67db9bd79b-vfkg5; 7.19
sex 24 fev 2023 19:18:14 -03; Group 1; redis-67db9bd79b-vfkg5; 7.19
sex 24 fev 2023 19:18:22 -03; Group 1; redis-67db9bd79b-vfkg5; 7.15
sex 24 fev 2023 19:18:29 -03; Group 1; redis-67db9bd79b-vfkg5; 7.16
sex 24 fev 2023 19:18:37 -03; Group 1; redis-67db9bd79b-vfkg5; 7.16
sex 24 fev 2023 19:18:45 -03; Group 1; redis-67db9bd79b-vfkg5; 7.15
sex 24 fev 2023 19:18:52 -03; Group 1; redis-67db9bd79b-vfkg5; 7.18
sex 24 fev 2023 19:19:00 -03; Group 1; redis-67db9bd79b-vfkg5; 7.11
sex 24 fev 2023 19:19:07 -03; Group 1; redis-67db9bd79b-vfkg5; 7.19
sex 24 fev 2023 19:19:15 -03; Group 1; redis-67db9bd79b-vfkg5; 7.15
sex 24 fev 2023 19:19:22 -03; Group 1; redis-67db9bd79b-vfkg5; 7.21
