Data; Group; Nome_POD; IPERF
seg 06 mar 2023 17:36:22 -03; Group 1; vote-79787c6c8b-vmbcs; 8.91
seg 06 mar 2023 17:36:33 -03; Group 1; vote-79787c6c8b-vmbcs; 9.11
seg 06 mar 2023 17:36:43 -03; Group 1; vote-79787c6c8b-vmbcs; 9.18
seg 06 mar 2023 17:36:53 -03; Group 1; vote-79787c6c8b-vmbcs; 8.87
seg 06 mar 2023 17:37:04 -03; Group 1; vote-79787c6c8b-vmbcs; 9.13
seg 06 mar 2023 17:37:14 -03; Group 1; vote-79787c6c8b-vmbcs; 9.12
seg 06 mar 2023 17:37:25 -03; Group 1; vote-79787c6c8b-vmbcs; 9.16
seg 06 mar 2023 17:37:35 -03; Group 1; vote-79787c6c8b-vmbcs; 8.93
seg 06 mar 2023 17:37:46 -03; Group 1; vote-79787c6c8b-vmbcs; 8.87
seg 06 mar 2023 17:37:56 -03; Group 1; vote-79787c6c8b-vmbcs; 8.93
seg 06 mar 2023 17:38:07 -03; Group 1; vote-79787c6c8b-vmbcs; 8.93
seg 06 mar 2023 17:38:17 -03; Group 1; vote-79787c6c8b-vmbcs; 8.98
seg 06 mar 2023 17:38:28 -03; Group 1; vote-79787c6c8b-vmbcs; 8.96
seg 06 mar 2023 17:38:38 -03; Group 1; vote-79787c6c8b-vmbcs; 8.36
seg 06 mar 2023 17:38:49 -03; Group 1; vote-79787c6c8b-vmbcs; 7.94
seg 06 mar 2023 17:38:59 -03; Group 1; vote-79787c6c8b-vmbcs; 8.62
seg 06 mar 2023 17:39:10 -03; Group 1; vote-79787c6c8b-vmbcs; 8.94
seg 06 mar 2023 17:39:21 -03; Group 1; vote-79787c6c8b-vmbcs; 8.79
seg 06 mar 2023 17:39:31 -03; Group 1; vote-79787c6c8b-vmbcs; 8.86
seg 06 mar 2023 17:39:41 -03; Group 1; vote-79787c6c8b-vmbcs; 8.89
seg 06 mar 2023 17:39:52 -03; Group 1; vote-79787c6c8b-vmbcs; 8.98
seg 06 mar 2023 17:40:02 -03; Group 1; vote-79787c6c8b-vmbcs; 9.05
seg 06 mar 2023 17:40:13 -03; Group 1; vote-79787c6c8b-vmbcs; 8.98
seg 06 mar 2023 17:40:24 -03; Group 1; vote-79787c6c8b-vmbcs; 8.93
seg 06 mar 2023 17:40:34 -03; Group 1; vote-79787c6c8b-vmbcs; 9.02
seg 06 mar 2023 17:40:44 -03; Group 1; vote-79787c6c8b-vmbcs; 8.81
seg 06 mar 2023 17:40:55 -03; Group 1; vote-79787c6c8b-vmbcs; 8.85
seg 06 mar 2023 17:41:05 -03; Group 1; vote-79787c6c8b-vmbcs; 8.81
seg 06 mar 2023 17:41:16 -03; Group 1; vote-79787c6c8b-vmbcs; 8.86
seg 06 mar 2023 17:41:26 -03; Group 1; vote-79787c6c8b-vmbcs; 9.03
