Group,PING
Group 2,7.01677612945
Group 2,7.01677612952
Group 2,48.01677612960
Group 2,7.01677612967
Group 2,7.01677612974
Group 2,7.01677612981
Group 2,8.01677612989
Group 2,7.01677612996
Group 2,7.01677613003
Group 2,7.01677613010
Group 2,7.01677613017
Group 2,48.01677613025
Group 2,7.01677613032
Group 2,7.01677613039
Group 2,8.01677613047
Group 2,7.01677613054
Group 2,7.01677613061
Group 2,7.01677613068
Group 2,7.01677613075
Group 2,47.01677613083
Group 2,7.01677613090
Group 2,7.01677613097
Group 2,7.01677613104
Group 2,8.01677613112
Group 2,7.01677613119
Group 2,7.01677613126
Group 2,7.01677613133
Group 2,47.01677613141
Group 2,7.01677613148
Group 2,7.01677613155
