Group,PING
Group 2,7.01678122650
Group 2,7.01678122657
Group 2,47.01678122664
Group 2,7.01678122671
Group 2,8.01678122679
Group 2,7.01678122686
Group 2,7.01678122693
Group 2,7.01678122700
Group 2,8.01678122708
Group 2,7.01678122715
Group 2,47.01678122722
Group 2,7.01678122729
Group 2,8.01678122737
Group 2,7.01678122744
Group 2,7.01678122751
Group 2,7.01678122758
Group 2,7.01678122765
Group 2,8.01678122773
Group 2,47.01678122780
Group 2,7.01678122787
Group 2,7.01678122794
Group 2,8.01678122802
Group 2,7.01678122809
Group 2,7.01678122816
Group 2,7.01678122823
Group 2,7.01678122830
Group 2,8.01678122838
Group 2,47.01678122845
Group 2,7.01678122852
Group 2,7.01678122859
