Group,APT
Group 1,01.447
Group 1,01.469
Group 1,01.450
Group 1,01.487
Group 1,01.449
Group 1,01.448
Group 1,01.424
Group 1,01.551
Group 1,01.430
Group 1,01.494
Group 1,01.426
Group 1,01.435
Group 1,01.646
Group 1,01.438
Group 1,01.431
Group 1,01.531
Group 1,01.489
Group 1,01.528
Group 1,01.407
Group 1,01.430
Group 1,01.535
Group 1,01.455
Group 1,01.526
Group 1,01.574
Group 1,01.420
Group 1,01.532
Group 1,01.434
Group 1,01.472
Group 1,01.640
Group 1,01.528
Group 2,21.185
Group 2,21.125
Group 2,21.097
Group 2,21.223
Group 2,21.142
Group 2,21.115
Group 2,21.126
Group 2,21.089
Group 2,21.070
Group 2,21.249
Group 2,21.112
Group 2,21.072
Group 2,21.079
Group 2,21.122
Group 2,21.106
Group 2,21.090
Group 2,21.190
Group 2,21.079
Group 2,21.059
Group 2,21.097
Group 2,21.139
Group 2,21.101
Group 2,21.255
Group 2,21.049
Group 2,21.096
Group 2,21.104
Group 2,21.121
Group 2,21.111
Group 2,21.064
Group 2,21.259
