Data; Group; Nome_POD; CURL
sex 03 mar 2023 16:18:54 -03; Group 1; result-77f68799c4-ml9k2; 00.327
sex 03 mar 2023 16:18:54 -03; Group 1; result-77f68799c4-ml9k2; 00.318
sex 03 mar 2023 16:18:55 -03; Group 1; result-77f68799c4-ml9k2; 00.296
sex 03 mar 2023 16:18:56 -03; Group 1; result-77f68799c4-ml9k2; 00.300
sex 03 mar 2023 16:18:56 -03; Group 1; result-77f68799c4-ml9k2; 00.275
sex 03 mar 2023 16:18:57 -03; Group 1; result-77f68799c4-ml9k2; 00.327
sex 03 mar 2023 16:18:58 -03; Group 1; result-77f68799c4-ml9k2; 00.287
sex 03 mar 2023 16:18:58 -03; Group 1; result-77f68799c4-ml9k2; 00.343
sex 03 mar 2023 16:18:59 -03; Group 1; result-77f68799c4-ml9k2; 00.318
sex 03 mar 2023 16:19:00 -03; Group 1; result-77f68799c4-ml9k2; 00.312
sex 03 mar 2023 16:19:01 -03; Group 1; result-77f68799c4-ml9k2; 00.386
sex 03 mar 2023 16:19:01 -03; Group 1; result-77f68799c4-ml9k2; 00.311
sex 03 mar 2023 16:19:02 -03; Group 1; result-77f68799c4-ml9k2; 00.300
sex 03 mar 2023 16:19:03 -03; Group 1; result-77f68799c4-ml9k2; 00.308
sex 03 mar 2023 16:19:03 -03; Group 1; result-77f68799c4-ml9k2; 00.321
sex 03 mar 2023 16:19:04 -03; Group 1; result-77f68799c4-ml9k2; 00.358
sex 03 mar 2023 16:19:05 -03; Group 1; result-77f68799c4-ml9k2; 00.274
sex 03 mar 2023 16:19:05 -03; Group 1; result-77f68799c4-ml9k2; 00.297
sex 03 mar 2023 16:19:06 -03; Group 1; result-77f68799c4-ml9k2; 00.284
sex 03 mar 2023 16:19:07 -03; Group 1; result-77f68799c4-ml9k2; 00.288
sex 03 mar 2023 16:19:07 -03; Group 1; result-77f68799c4-ml9k2; 00.325
sex 03 mar 2023 16:19:08 -03; Group 1; result-77f68799c4-ml9k2; 00.301
sex 03 mar 2023 16:19:09 -03; Group 1; result-77f68799c4-ml9k2; 00.335
sex 03 mar 2023 16:19:10 -03; Group 1; result-77f68799c4-ml9k2; 00.295
sex 03 mar 2023 16:19:10 -03; Group 1; result-77f68799c4-ml9k2; 00.311
sex 03 mar 2023 16:19:11 -03; Group 1; result-77f68799c4-ml9k2; 00.311
sex 03 mar 2023 16:19:12 -03; Group 1; result-77f68799c4-ml9k2; 00.320
sex 03 mar 2023 16:19:12 -03; Group 1; result-77f68799c4-ml9k2; 00.311
sex 03 mar 2023 16:19:13 -03; Group 1; result-77f68799c4-ml9k2; 00.308
sex 03 mar 2023 16:19:14 -03; Group 1; result-77f68799c4-ml9k2; 00.305
