Group,CURL
Group 2,21.01678117058
Group 2,21.01678117079
Group 2,61.01678117100
Group 2,21.01678117121
Group 2,61.01678117142
Group 2,20.01678117162
Group 2,21.01678117183
Group 2,61.01678117204
Group 2,21.01678117225
Group 2,21.01678117246
Group 2,61.01678117267
Group 2,21.01678117288
Group 2,20.01678117308
Group 2,61.01678117329
Group 2,21.01678117350
Group 2,21.01678117371
Group 2,61.01678117392
Group 2,21.01678117413
Group 2,20.01678117433
Group 2,61.01678117454
Group 2,21.01678117475
Group 2,21.01678117496
Group 2,61.01678117517
Group 2,21.01678117538
Group 2,20.01678117558
Group 2,61.01678117579
Group 2,21.01678117600
Group 2,61.01678117621
Group 2,21.01678117642
Group 2,21.01678117663
