Group,APT
Group 1,02.141
Group 1,01.734
Group 1,01.723
Group 1,01.591
Group 1,01.573
Group 1,01.603
Group 1,01.603
Group 1,01.547
Group 1,01.619
Group 1,01.532
Group 1,01.813
Group 1,01.582
Group 1,01.705
Group 1,01.480
Group 1,01.660
Group 1,01.643
Group 1,01.566
Group 1,01.676
Group 1,01.524
Group 1,01.692
Group 1,01.631
Group 1,01.640
Group 1,01.403
Group 1,01.591
Group 1,01.681
Group 1,01.577
Group 1,01.539
Group 1,01.552
Group 1,01.626
Group 1,01.555
Group 2,21.141
Group 2,21.147
Group 2,21.152
Group 2,21.089
Group 2,21.110
Group 2,21.236
Group 2,21.093
Group 2,21.097
Group 2,21.149
Group 2,21.102
Group 2,21.161
Group 2,21.359
Group 2,21.168
Group 2,21.111
Group 2,21.119
Group 2,21.147
Group 2,21.138
Group 2,21.146
Group 2,21.124
Group 2,21.163
Group 2,21.168
Group 2,21.226
Group 2,21.095
Group 2,21.131
Group 2,21.285
Group 2,21.130
Group 2,21.163
Group 2,21.109
Group 2,21.125
Group 2,21.150
