Group,APT
Group 1,01.630
Group 1,01.604
Group 1,01.621
Group 1,01.584
Group 1,01.545
Group 1,01.513
Group 1,01.551
Group 1,01.574
Group 1,01.589
Group 1,01.620
Group 1,01.590
Group 1,01.864
Group 1,01.582
Group 1,01.622
Group 1,01.566
Group 1,01.617
Group 1,01.929
Group 1,01.541
Group 1,01.551
Group 1,01.625
Group 1,01.562
Group 1,02.029
Group 1,01.647
Group 1,01.514
Group 1,01.598
Group 1,01.509
Group 1,01.790
Group 1,01.499
Group 1,01.615
Group 1,01.564
Group 2,21.142
Group 2,21.145
Group 2,21.136
Group 2,21.109
Group 2,21.311
Group 2,21.154
Group 2,21.136
Group 2,21.102
Group 2,21.084
Group 2,21.142
Group 2,21.152
Group 2,21.089
Group 2,21.131
Group 2,21.115
Group 2,21.121
Group 2,21.084
Group 2,21.157
Group 2,21.274
Group 2,21.119
Group 2,21.118
Group 2,21.559
Group 2,21.145
Group 2,21.147
Group 2,21.457
Group 2,21.221
Group 2,21.118
Group 2,21.107
Group 2,21.142
Group 2,21.141
Group 2,21.393
