Group,CURL
Group 1,1.01678116724
Group 1,.01678116724
Group 1,1.01678116725
Group 1,.01678116725
Group 1,1.01678116726
Group 1,.01678116726
Group 1,1.01678116727
Group 1,.01678116727
Group 1,1.01678116728
Group 1,.01678116728
Group 1,1.01678116729
Group 1,.01678116729
Group 1,1.01678116730
Group 1,.01678116730
Group 1,1.01678116731
Group 1,.01678116731
Group 1,1.01678116732
Group 1,.01678116732
Group 1,1.01678116733
Group 1,.01678116733
Group 1,1.01678116734
Group 1,.01678116734
Group 1,1.01678116735
Group 1,.01678116735
Group 1,1.01678116736
Group 1,.01678116736
Group 1,1.01678116737
Group 1,.01678116737
Group 1,1.01678116738
Group 1,.01678116738
