Data; Group; Nome_POD; IPERF
qua 22 fev 2023 20:11:29 -03; Group 2; db-684b9b49fd-xm5v9; 031.71
qua 22 fev 2023 20:12:02 -03; Group 2; db-684b9b49fd-xm5v9; 031.86
qua 22 fev 2023 20:12:34 -03; Group 2; db-684b9b49fd-xm5v9; 031.88
qua 22 fev 2023 20:13:06 -03; Group 2; db-684b9b49fd-xm5v9; 031.84
qua 22 fev 2023 20:13:38 -03; Group 2; db-684b9b49fd-xm5v9; 031.84
qua 22 fev 2023 20:14:11 -03; Group 2; db-684b9b49fd-xm5v9; 031.83
qua 22 fev 2023 20:14:43 -03; Group 2; db-684b9b49fd-xm5v9; 031.88
qua 22 fev 2023 20:15:15 -03; Group 2; db-684b9b49fd-xm5v9; 031.68
qua 22 fev 2023 20:15:47 -03; Group 2; db-684b9b49fd-xm5v9; 031.71
qua 22 fev 2023 20:16:20 -03; Group 2; db-684b9b49fd-xm5v9; 031.86
qua 22 fev 2023 20:16:52 -03; Group 2; db-684b9b49fd-xm5v9; 031.82
qua 22 fev 2023 20:17:24 -03; Group 2; db-684b9b49fd-xm5v9; 031.81
qua 22 fev 2023 20:17:56 -03; Group 2; db-684b9b49fd-xm5v9; 031.87
qua 22 fev 2023 20:18:29 -03; Group 2; db-684b9b49fd-xm5v9; 031.82
qua 22 fev 2023 20:19:01 -03; Group 2; db-684b9b49fd-xm5v9; 031.87
qua 22 fev 2023 20:19:33 -03; Group 2; db-684b9b49fd-xm5v9; 031.89
qua 22 fev 2023 20:20:05 -03; Group 2; db-684b9b49fd-xm5v9; 031.83
qua 22 fev 2023 20:20:38 -03; Group 2; db-684b9b49fd-xm5v9; 031.85
qua 22 fev 2023 20:21:10 -03; Group 2; db-684b9b49fd-xm5v9; 031.85
qua 22 fev 2023 20:21:42 -03; Group 2; db-684b9b49fd-xm5v9; 031.85
qua 22 fev 2023 20:22:14 -03; Group 2; db-684b9b49fd-xm5v9; 031.85
qua 22 fev 2023 20:22:47 -03; Group 2; db-684b9b49fd-xm5v9; 031.82
qua 22 fev 2023 20:23:19 -03; Group 2; db-684b9b49fd-xm5v9; 031.85
qua 22 fev 2023 20:23:51 -03; Group 2; db-684b9b49fd-xm5v9; 031.89
qua 22 fev 2023 20:24:23 -03; Group 2; db-684b9b49fd-xm5v9; 031.81
qua 22 fev 2023 20:24:56 -03; Group 2; db-684b9b49fd-xm5v9; 031.85
qua 22 fev 2023 20:25:28 -03; Group 2; db-684b9b49fd-xm5v9; 031.86
qua 22 fev 2023 20:26:00 -03; Group 2; db-684b9b49fd-xm5v9; 031.73
qua 22 fev 2023 20:26:33 -03; Group 2; db-684b9b49fd-xm5v9; 031.86
qua 22 fev 2023 20:27:05 -03; Group 2; db-684b9b49fd-xm5v9; 031.86
