Data; Group; Nome_POD; IPERF
qua 22 fev 2023 20:59:52 -03; Group 2; vote-79787c6c8b-98grw; 31.82
qua 22 fev 2023 21:00:25 -03; Group 2; vote-79787c6c8b-98grw; 31.87
qua 22 fev 2023 21:00:57 -03; Group 2; vote-79787c6c8b-98grw; 31.83
qua 22 fev 2023 21:01:29 -03; Group 2; vote-79787c6c8b-98grw; 31.85
qua 22 fev 2023 21:02:01 -03; Group 2; vote-79787c6c8b-98grw; 31.82
qua 22 fev 2023 21:02:34 -03; Group 2; vote-79787c6c8b-98grw; 31.88
qua 22 fev 2023 21:03:06 -03; Group 2; vote-79787c6c8b-98grw; 31.85
qua 22 fev 2023 21:03:38 -03; Group 2; vote-79787c6c8b-98grw; 31.85
qua 22 fev 2023 21:04:10 -03; Group 2; vote-79787c6c8b-98grw; 31.86
qua 22 fev 2023 21:04:43 -03; Group 2; vote-79787c6c8b-98grw; 31.84
qua 22 fev 2023 21:05:15 -03; Group 2; vote-79787c6c8b-98grw; 31.76
qua 22 fev 2023 21:05:47 -03; Group 2; vote-79787c6c8b-98grw; 31.84
qua 22 fev 2023 21:06:19 -03; Group 2; vote-79787c6c8b-98grw; 31.87
qua 22 fev 2023 21:06:52 -03; Group 2; vote-79787c6c8b-98grw; 31.73
qua 22 fev 2023 21:07:24 -03; Group 2; vote-79787c6c8b-98grw; 31.81
qua 22 fev 2023 21:07:56 -03; Group 2; vote-79787c6c8b-98grw; 31.86
qua 22 fev 2023 21:08:28 -03; Group 2; vote-79787c6c8b-98grw; 31.84
qua 22 fev 2023 21:09:01 -03; Group 2; vote-79787c6c8b-98grw; 31.86
qua 22 fev 2023 21:09:33 -03; Group 2; vote-79787c6c8b-98grw; 31.85
qua 22 fev 2023 21:10:05 -03; Group 2; vote-79787c6c8b-98grw; 31.74
qua 22 fev 2023 21:10:37 -03; Group 2; vote-79787c6c8b-98grw; 31.86
qua 22 fev 2023 21:11:10 -03; Group 2; vote-79787c6c8b-98grw; 31.81
qua 22 fev 2023 21:11:42 -03; Group 2; vote-79787c6c8b-98grw; 31.82
qua 22 fev 2023 21:12:14 -03; Group 2; vote-79787c6c8b-98grw; 31.88
qua 22 fev 2023 21:12:47 -03; Group 2; vote-79787c6c8b-98grw; 31.84
qua 22 fev 2023 21:13:19 -03; Group 2; vote-79787c6c8b-98grw; 31.84
qua 22 fev 2023 21:13:51 -03; Group 2; vote-79787c6c8b-98grw; 31.86
qua 22 fev 2023 21:14:23 -03; Group 2; vote-79787c6c8b-98grw; 31.90
qua 22 fev 2023 21:14:56 -03; Group 2; vote-79787c6c8b-98grw; 31.84
qua 22 fev 2023 21:15:28 -03; Group 2; vote-79787c6c8b-98grw; 31.86
