Group,APT
Group 1,01.691
Group 1,01.469
Group 1,01.475
Group 1,01.479
Group 1,01.489
Group 1,01.665
Group 1,01.429
Group 1,01.487
Group 1,01.510
Group 1,01.499
Group 1,01.381
Group 1,01.515
Group 1,01.498
Group 1,01.479
Group 1,01.447
Group 1,01.476
Group 1,01.691
Group 1,01.459
Group 1,01.448
Group 1,01.482
Group 1,01.518
Group 1,01.657
Group 1,01.394
Group 1,01.464
Group 1,01.525
Group 1,01.448
Group 1,01.484
Group 1,01.558
Group 1,01.465
Group 1,01.512
Group 2,21.124
Group 2,21.142
Group 2,21.087
Group 2,21.083
Group 2,21.059
Group 2,21.108
Group 2,21.143
Group 2,21.066
Group 2,21.090
Group 2,21.121
Group 2,21.093
Group 2,21.075
Group 2,21.241
Group 2,21.104
Group 2,21.108
Group 2,21.150
Group 2,21.039
Group 2,21.084
Group 2,21.108
Group 2,21.139
Group 2,21.171
Group 2,21.047
Group 2,21.146
Group 2,21.126
Group 2,21.077
Group 2,21.355
Group 2,21.084
Group 2,21.096
Group 2,21.123
Group 2,21.096
