Group,CURL
Group 1,00.329
Group 1,00.322
Group 1,00.284
Group 1,00.294
Group 1,00.289
Group 1,00.333
Group 1,00.309
Group 1,00.287
Group 1,00.298
Group 1,00.306
Group 1,00.284
Group 1,00.303
Group 1,00.295
Group 1,00.322
Group 1,00.284
Group 1,00.311
Group 1,00.315
Group 1,00.304
Group 1,00.305
Group 1,00.314
Group 1,00.313
Group 1,00.283
Group 1,00.320
Group 1,00.291
Group 1,00.356
Group 1,00.292
Group 1,00.281
Group 1,00.310
Group 1,00.306
Group 1,00.295
Group 2,020.606
Group 2,020.623
Group 2,020.625
Group 2,020.592
Group 2,020.598
Group 2,020.648
Group 2,020.595
Group 2,020.710
Group 2,020.597
Group 2,020.660
Group 2,020.715
Group 2,020.649
Group 2,020.645
Group 2,020.664
Group 2,020.616
Group 2,020.628
Group 2,020.671
Group 2,020.600
Group 2,020.622
Group 2,020.647
Group 2,020.649
Group 2,020.643
Group 2,020.602
Group 2,020.635
Group 2,020.612
Group 2,020.634
Group 2,020.647
Group 2,020.627
Group 2,020.610
Group 2,020.589
