Group,WGET
Group 1,00.281
Group 1,00.279
Group 1,00.339
Group 1,00.309
Group 1,00.319
Group 1,00.291
Group 1,00.308
Group 1,00.284
Group 1,00.297
Group 1,00.334
Group 1,00.359
Group 1,00.292
Group 1,00.307
Group 1,00.284
Group 1,00.294
Group 1,00.284
Group 1,00.296
Group 1,00.292
Group 1,00.294
Group 1,00.303
Group 1,00.290
Group 1,00.289
Group 1,00.296
Group 1,00.303
Group 1,00.365
Group 1,00.278
Group 1,00.282
Group 1,00.293
Group 1,00.298
Group 1,00.296
Group 2,020.034
Group 2,020.034
Group 2,020.038
Group 2,020.029
Group 2,020.038
Group 2,020.036
Group 2,020.044
Group 2,020.035
Group 2,020.039
Group 2,020.033
Group 2,020.028
Group 2,020.035
Group 2,020.038
Group 2,020.035
Group 2,020.033
Group 2,020.036
Group 2,020.037
Group 2,020.033
Group 2,020.040
Group 2,020.035
Group 2,020.032
Group 2,020.036
Group 2,020.036
Group 2,020.039
Group 2,020.030
Group 2,020.039
Group 2,020.035
Group 2,020.037
Group 2,020.036
Group 2,020.031
