Group,WGET
Group 1,00.541
Group 1,00.360
Group 1,00.292
Group 1,00.367
Group 1,00.280
Group 1,00.293
Group 1,00.543
Group 1,00.318
Group 1,00.289
Group 1,00.296
Group 1,00.278
Group 1,00.342
Group 1,00.358
Group 1,00.538
Group 1,00.269
Group 1,00.275
Group 1,00.308
Group 1,00.299
Group 1,00.312
Group 1,00.309
Group 1,00.313
Group 1,00.267
Group 1,00.309
Group 1,00.350
Group 1,00.290
Group 1,00.289
Group 1,00.284
Group 1,00.372
Group 1,00.267
Group 1,00.288
Group 2,020.029
Group 2,020.037
Group 2,020.035
Group 2,020.037
Group 2,020.036
Group 2,020.038
Group 2,020.032
Group 2,020.034
Group 2,020.030
Group 2,020.037
Group 2,020.033
Group 2,020.036
Group 2,020.037
Group 2,020.026
Group 2,020.039
Group 2,020.029
Group 2,020.035
Group 2,020.037
Group 2,020.045
Group 2,020.034
Group 2,020.034
Group 2,020.031
Group 2,020.028
Group 2,020.034
Group 2,020.033
Group 2,020.039
Group 2,020.032
Group 2,020.043
Group 2,020.036
Group 2,020.034
