Group,WGET
Group 1,00.290
Group 1,00.293
Group 1,00.290
Group 1,00.301
Group 1,00.297
Group 1,00.296
Group 1,00.310
Group 1,00.309
Group 1,00.301
Group 1,00.290
Group 1,00.288
Group 1,00.300
Group 1,00.291
Group 1,00.304
Group 1,00.314
Group 1,00.315
Group 1,00.287
Group 1,00.270
Group 1,00.286
Group 1,00.301
Group 1,00.299
Group 1,00.304
Group 1,00.290
Group 1,00.276
Group 1,00.301
Group 1,00.288
Group 1,00.290
Group 1,00.316
Group 1,00.307
Group 1,00.289
Group 2,00.646
Group 2,00.641
Group 2,00.668
Group 2,00.615
Group 2,00.782
Group 2,00.648
Group 2,00.618
Group 2,00.599
Group 2,00.649
Group 2,00.626
Group 2,00.981
Group 2,00.586
Group 2,00.601
Group 2,00.602
Group 2,00.614
Group 2,00.622
Group 2,00.683
Group 2,00.642
Group 2,01.044
Group 2,00.637
Group 2,00.647
Group 2,00.618
Group 2,00.632
Group 2,00.608
Group 2,00.545
Group 2,00.634
Group 2,00.647
Group 2,00.291
Group 2,00.363
Group 2,00.625
