Group,PING
Group 2,18.01678202811
Group 2,58.01678202829
Group 2,18.01678202847
Group 2,19.01678202866
Group 2,58.01678202884
Group 2,18.01678202902
Group 2,18.01678202920
Group 2,18.01678202938
Group 2,59.01678202957
Group 2,18.01678202975
Group 2,18.01678202993
Group 2,58.01678203011
Group 2,19.01678203030
Group 2,18.01678203048
Group 2,58.01678203066
Group 2,18.01678203084
Group 2,19.01678203103
Group 2,58.01678203121
Group 2,18.01678203139
Group 2,18.01678203157
Group 2,19.01678203176
Group 2,58.01678203194
Group 2,18.01678203212
Group 2,18.01678203230
Group 2,58.01678203248
Group 2,19.01678203267
Group 2,18.01678203285
Group 2,58.01678203303
Group 2,18.01678203321
Group 2,18.01678203340
