Group,CURL
Group 1,00.707
Group 1,00.316
Group 1,00.660
Group 1,00.657
Group 1,00.661
Group 1,00.655
Group 1,00.627
Group 1,00.316
Group 1,00.332
Group 1,00.652
Group 1,01.558
Group 1,00.339
Group 1,00.654
Group 1,00.324
Group 1,00.334
Group 1,00.303
Group 1,00.633
Group 1,00.664
Group 1,00.291
Group 1,00.637
Group 1,00.653
Group 1,00.302
Group 1,01.031
Group 1,00.649
Group 1,00.306
Group 1,00.283
Group 1,00.303
Group 1,00.396
Group 1,00.266
Group 1,00.317
Group 2,020.630
Group 2,020.618
Group 2,020.669
Group 2,020.647
Group 2,020.600
Group 2,020.655
Group 2,020.632
Group 2,020.593
Group 2,020.636
Group 2,020.644
Group 2,020.638
Group 2,020.661
Group 2,020.593
Group 2,020.589
Group 2,020.572
Group 2,020.632
Group 2,020.679
Group 2,020.629
Group 2,020.643
Group 2,020.609
Group 2,020.644
Group 2,020.621
Group 2,020.627
Group 2,020.594
Group 2,020.645
Group 2,020.626
Group 2,020.622
Group 2,020.594
Group 2,020.617
Group 2,020.617
