Group,CURL
Group 1,00.310
Group 1,00.311
Group 1,00.299
Group 1,00.306
Group 1,00.290
Group 1,00.316
Group 1,00.314
Group 1,00.322
Group 1,00.303
Group 1,00.304
Group 1,00.326
Group 1,00.316
Group 1,00.300
Group 1,00.325
Group 1,00.326
Group 1,00.289
Group 1,00.305
Group 1,00.278
Group 1,00.343
Group 1,00.330
Group 1,00.325
Group 1,00.323
Group 1,00.301
Group 1,00.318
Group 1,00.300
Group 1,00.308
Group 1,00.321
Group 1,00.280
Group 1,00.303
Group 1,00.308
Group 2,00.660
Group 2,00.695
Group 2,00.652
Group 2,00.694
Group 2,00.671
Group 2,00.655
Group 2,00.699
Group 2,00.651
Group 2,00.631
Group 2,00.621
Group 2,00.680
Group 2,00.615
Group 2,00.700
Group 2,00.666
Group 2,00.675
Group 2,00.679
Group 2,00.645
Group 2,00.627
Group 2,00.695
Group 2,00.725
Group 2,00.673
Group 2,00.657
Group 2,00.694
Group 2,00.683
Group 2,00.677
Group 2,00.609
Group 2,00.682
Group 2,00.679
Group 2,00.698
Group 2,00.672
