Group,CURL
Group 1,00.747
Group 1,00.314
Group 1,00.308
Group 1,00.330
Group 1,00.318
Group 1,00.312
Group 1,00.327
Group 1,00.304
Group 1,00.321
Group 1,00.288
Group 1,00.320
Group 1,00.313
Group 1,00.297
Group 1,00.311
Group 1,00.301
Group 1,00.323
Group 1,00.288
Group 1,00.299
Group 1,00.329
Group 1,00.322
Group 1,00.316
Group 1,00.324
Group 1,00.280
Group 1,00.289
Group 1,00.310
Group 1,00.319
Group 1,00.298
Group 1,00.324
Group 1,00.324
Group 1,00.303
Group 2,020.616
Group 2,020.624
Group 2,020.639
Group 2,020.676
Group 2,020.621
Group 2,020.608
Group 2,020.617
Group 2,020.580
Group 2,020.639
Group 2,020.643
Group 2,020.645
Group 2,020.697
Group 2,020.651
Group 2,020.600
Group 2,020.671
Group 2,020.593
Group 2,020.650
Group 2,020.616
Group 2,020.619
Group 2,020.645
Group 2,020.599
Group 2,020.634
Group 2,020.669
Group 2,020.620
Group 2,020.628
Group 2,020.635
Group 2,020.621
Group 2,020.637
Group 2,020.638
Group 2,020.677
