Group,media
Group 1,0.294933
Group 1,0.293933
Group 1,0.297067
Group 1,0.302033
Group 1,0.296433
Group 1,0.294633
Group 1,0.3012
Group 1,0.2856
Group 1,0.284867
Group 1,0.689433
Group 2,20.0371
Group 2,20.0409
Group 2,20.0394
Group 2,20.0358
Group 2,20.0341
Group 2,20.0344
Group 2,20.0354
Group 2,20.0341
Group 2,20.0343
Group 2,20.0358
