Group,media
Group 1,0.5501
Group 1,0.516775
Group 1,0.516774
Group 1,0.516775
Group 1,9.25011
Group 1,2.95011
Group 1,0.450115
Group 1,1.85011
Group 1,0.483449
Group 1,1.88344
Group 2,7.88343
Group 2,9.21677
Group 2,7.91677
Group 2,7.91678
Group 2,7.91678
Group 2,7.88344
Group 2,9.18345
Group 2,9.25011
Group 2,9.25012
Group 2,7.91678
