Group,media
Group 1,2.61677
Group 1,2.58344
Group 1,1.18344
Group 1,1.38344
Group 1,17.4834
Group 1,2.48344
Group 1,2.51678
Group 1,2.51678
Group 1,2.48345
Group 1,1.21678
Group 2,17.4834
Group 2,18.8168
Group 2,17.5168
Group 2,18.8834
Group 2,18.8168
Group 2,18.7834
Group 2,18.8501
Group 2,18.8501
Group 2,17.5168
Group 2,17.4501
