Data; Group; Nome_POD; IPERF
dom 26 fev 2023 19:57:30 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.09
dom 26 fev 2023 19:57:40 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.08
dom 26 fev 2023 19:57:51 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.08
dom 26 fev 2023 19:58:01 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.09
dom 26 fev 2023 19:58:12 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.08
dom 26 fev 2023 19:58:22 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.08
dom 26 fev 2023 19:58:33 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.09
dom 26 fev 2023 19:58:43 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.09
dom 26 fev 2023 19:58:54 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.09
dom 26 fev 2023 19:59:04 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.08
dom 26 fev 2023 19:59:15 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.09
dom 26 fev 2023 19:59:25 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.08
dom 26 fev 2023 19:59:36 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.08
dom 26 fev 2023 19:59:46 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.08
dom 26 fev 2023 19:59:57 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.08
dom 26 fev 2023 20:00:07 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.08
dom 26 fev 2023 20:00:18 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.08
dom 26 fev 2023 20:00:28 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.08
dom 26 fev 2023 20:00:39 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.09
dom 26 fev 2023 20:00:49 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.08
dom 26 fev 2023 20:01:00 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.09
dom 26 fev 2023 20:01:10 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.08
dom 26 fev 2023 20:01:21 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.08
dom 26 fev 2023 20:01:31 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.08
dom 26 fev 2023 20:01:42 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.09
dom 26 fev 2023 20:01:52 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.08
dom 26 fev 2023 20:02:03 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.08
dom 26 fev 2023 20:02:13 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.09
dom 26 fev 2023 20:02:24 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.09
dom 26 fev 2023 20:02:34 -03; Group 2; worker-78b9ff59fc-q8qjs; 010.08
