Data; Group; Nome_POD; IPERF
dom 26 fev 2023 19:09:28 -03; Group 2; redis-67db9bd79b-s2hc6; 31.81
dom 26 fev 2023 19:10:01 -03; Group 2; redis-67db9bd79b-s2hc6; 31.84
dom 26 fev 2023 19:10:33 -03; Group 2; redis-67db9bd79b-s2hc6; 31.83
dom 26 fev 2023 19:11:05 -03; Group 2; redis-67db9bd79b-s2hc6; 31.84
dom 26 fev 2023 19:11:37 -03; Group 2; redis-67db9bd79b-s2hc6; 31.87
dom 26 fev 2023 19:12:10 -03; Group 2; redis-67db9bd79b-s2hc6; 31.85
dom 26 fev 2023 19:12:42 -03; Group 2; redis-67db9bd79b-s2hc6; 31.85
dom 26 fev 2023 19:13:14 -03; Group 2; redis-67db9bd79b-s2hc6; 31.88
dom 26 fev 2023 19:13:46 -03; Group 2; redis-67db9bd79b-s2hc6; 31.86
dom 26 fev 2023 19:14:19 -03; Group 2; redis-67db9bd79b-s2hc6; 31.84
dom 26 fev 2023 19:14:51 -03; Group 2; redis-67db9bd79b-s2hc6; 31.82
dom 26 fev 2023 19:15:23 -03; Group 2; redis-67db9bd79b-s2hc6; 31.72
dom 26 fev 2023 19:15:55 -03; Group 2; redis-67db9bd79b-s2hc6; 31.86
dom 26 fev 2023 19:16:28 -03; Group 2; redis-67db9bd79b-s2hc6; 31.88
dom 26 fev 2023 19:17:00 -03; Group 2; redis-67db9bd79b-s2hc6; 31.87
dom 26 fev 2023 19:17:32 -03; Group 2; redis-67db9bd79b-s2hc6; 31.86
dom 26 fev 2023 19:18:04 -03; Group 2; redis-67db9bd79b-s2hc6; 31.87
dom 26 fev 2023 19:18:37 -03; Group 2; redis-67db9bd79b-s2hc6; 31.75
dom 26 fev 2023 19:19:09 -03; Group 2; redis-67db9bd79b-s2hc6; 31.88
dom 26 fev 2023 19:19:41 -03; Group 2; redis-67db9bd79b-s2hc6; 31.86
dom 26 fev 2023 19:20:13 -03; Group 2; redis-67db9bd79b-s2hc6; 31.86
dom 26 fev 2023 19:20:46 -03; Group 2; redis-67db9bd79b-s2hc6; 31.83
dom 26 fev 2023 19:21:18 -03; Group 2; redis-67db9bd79b-s2hc6; 31.87
dom 26 fev 2023 19:21:50 -03; Group 2; redis-67db9bd79b-s2hc6; 31.84
dom 26 fev 2023 19:22:22 -03; Group 2; redis-67db9bd79b-s2hc6; 31.87
dom 26 fev 2023 19:22:55 -03; Group 2; redis-67db9bd79b-s2hc6; 31.90
dom 26 fev 2023 19:23:27 -03; Group 2; redis-67db9bd79b-s2hc6; 31.83
dom 26 fev 2023 19:23:59 -03; Group 2; redis-67db9bd79b-s2hc6; 31.85
dom 26 fev 2023 19:24:31 -03; Group 2; redis-67db9bd79b-s2hc6; 31.83
dom 26 fev 2023 19:25:04 -03; Group 2; redis-67db9bd79b-s2hc6; 31.85
