Group,APT
Group 1,01.578
Group 1,01.483
Group 1,01.531
Group 1,01.602
Group 1,01.549
Group 1,01.500
Group 1,01.533
Group 1,01.519
Group 1,01.668
Group 1,01.495
Group 1,01.523
Group 1,01.510
Group 1,01.556
Group 1,01.696
Group 1,01.504
Group 1,01.475
Group 1,01.479
Group 1,01.515
Group 1,01.671
Group 1,01.619
Group 1,01.501
Group 1,01.497
Group 1,01.437
Group 1,01.727
Group 1,01.540
Group 1,01.463
Group 1,01.454
Group 1,01.512
Group 1,01.602
Group 1,01.489
Group 2,01.580
Group 2,01.484
Group 2,01.677
Group 2,01.480
Group 2,01.496
Group 2,01.436
Group 2,01.491
Group 2,01.710
Group 2,01.475
Group 2,01.443
Group 2,01.547
Group 2,01.488
Group 2,01.740
Group 2,01.452
Group 2,01.484
Group 2,01.516
Group 2,01.503
Group 2,01.457
Group 2,01.472
Group 2,01.478
Group 2,01.457
Group 2,01.436
Group 2,01.515
Group 2,01.652
Group 2,01.480
Group 2,01.461
Group 2,01.597
Group 2,01.477
Group 2,01.687
Group 2,01.437
