Group,APT
Group 1,1.15
Group 1,0.70
Group 1,0.72
Group 1,0.71
Group 1,0.87
Group 1,0.74
Group 1,0.71
Group 1,0.70
Group 1,0.70
Group 1,1.07
Group 1,0.70
Group 1,0.74
Group 1,0.91
Group 1,0.69
Group 1,0.73
Group 1,0.68
Group 1,0.74
Group 1,0.73
Group 1,1.07
Group 1,0.73
Group 1,0.72
Group 1,0.72
Group 1,0.68
Group 1,0.71
Group 1,0.70
Group 1,0.70
Group 1,0.68
Group 1,1.08
Group 1,0.69
Group 1,0.96
Group 2,10.38
Group 2,10.38
Group 2,10.38
Group 2,10.59
Group 2,10.40
Group 2,10.41
Group 2,10.40
Group 2,10.37
Group 2,10.39
Group 2,10.37
Group 2,10.37
Group 2,10.36
Group 2,10.41
Group 2,10.40
Group 2,10.39
Group 2,10.40
Group 2,10.41
Group 2,10.39
Group 2,10.38
Group 2,10.37
Group 2,10.37
Group 2,10.38
Group 2,10.38
Group 2,10.38
Group 2,10.40
Group 2,10.39
Group 2,10.42
Group 2,10.40
Group 2,10.38
Group 2,10.36
