Group,APT
Group 1,01.874
Group 1,01.573
Group 1,01.624
Group 1,01.487
Group 1,01.547
Group 1,01.705
Group 1,01.553
Group 1,01.588
Group 1,01.572
Group 1,01.882
Group 1,01.768
Group 1,01.520
Group 1,01.503
Group 1,01.367
Group 1,01.775
Group 1,01.610
Group 1,01.494
Group 1,01.662
Group 1,01.589
Group 1,02.096
Group 1,01.460
Group 1,01.601
Group 1,01.634
Group 1,01.623
Group 1,01.726
Group 1,01.538
Group 1,01.522
Group 1,01.534
Group 1,01.512
Group 1,01.816
Group 2,21.182
Group 2,21.258
Group 2,21.144
Group 2,21.179
Group 2,21.114
Group 2,21.315
Group 2,21.109
Group 2,21.192
Group 2,21.135
Group 2,21.203
Group 2,21.129
Group 2,21.345
Group 2,21.179
Group 2,21.242
Group 2,21.101
Group 2,21.276
Group 2,21.202
Group 2,21.373
Group 2,21.162
Group 2,21.205
Group 2,21.100
Group 2,21.137
Group 2,21.156
Group 2,21.501
Group 2,21.133
Group 2,21.180
Group 2,21.215
Group 2,21.141
Group 2,21.098
Group 2,21.269
