Group,APT
Group 1,2.38
Group 1,0.70
Group 1,0.71
Group 1,0.69
Group 1,0.70
Group 1,0.74
Group 1,0.96
Group 1,0.72
Group 1,1.27
Group 1,0.88
Group 1,0.75
Group 1,0.71
Group 1,0.72
Group 1,0.77
Group 1,0.96
Group 1,0.72
Group 1,0.71
Group 1,0.88
Group 1,0.93
Group 1,0.70
Group 1,0.69
Group 1,0.71
Group 1,0.75
Group 1,1.08
Group 1,0.81
Group 1,0.78
Group 1,0.90
Group 1,0.91
Group 1,0.76
Group 1,0.71
Group 2,10.41
Group 2,10.41
Group 2,10.39
Group 2,10.40
Group 2,10.38
Group 2,10.39
Group 2,10.41
Group 2,10.37
Group 2,10.38
Group 2,10.40
Group 2,10.40
Group 2,10.39
Group 2,10.43
Group 2,10.37
Group 2,10.38
Group 2,10.38
Group 2,10.41
Group 2,10.40
Group 2,10.43
Group 2,10.39
Group 2,10.38
Group 2,10.45
Group 2,10.40
Group 2,10.42
Group 2,10.48
Group 2,10.38
Group 2,10.39
Group 2,10.38
Group 2,10.39
Group 2,10.40
