Group,APT
Group 1,1.63
Group 1,0.39
Group 1,0.41
Group 1,0.36
Group 1,0.36
Group 1,0.38
Group 1,0.37
Group 1,0.41
Group 1,0.37
Group 1,0.36
Group 1,0.40
Group 1,0.37
Group 1,0.54
Group 1,0.52
Group 1,0.37
Group 1,0.45
Group 1,1.03
Group 1,0.37
Group 1,0.36
Group 1,0.37
Group 1,0.39
Group 1,0.36
Group 1,0.36
Group 1,0.38
Group 1,0.55
Group 1,0.55
Group 1,0.38
Group 1,0.39
Group 1,0.34
Group 1,0.38
Group 2,10.18
Group 2,10.19
Group 2,10.20
Group 2,10.18
Group 2,10.21
Group 2,10.18
Group 2,10.18
Group 2,10.18
Group 2,10.18
Group 2,10.19
Group 2,10.18
Group 2,10.19
Group 2,10.18
Group 2,10.34
Group 2,10.17
Group 2,10.19
Group 2,10.19
Group 2,10.18
Group 2,10.19
Group 2,10.21
Group 2,10.18
Group 2,10.23
Group 2,10.18
Group 2,10.18
Group 2,10.24
Group 2,10.18
Group 2,10.19
Group 2,10.18
Group 2,10.19
Group 2,10.22
