Data; Group; Nome_POD; IPERF
ter 28 fev 2023 08:44:38 -03; Group 2; result-77f68799c4-4gzjs; 031.85
ter 28 fev 2023 08:45:10 -03; Group 2; result-77f68799c4-4gzjs; 031.83
ter 28 fev 2023 08:45:42 -03; Group 2; result-77f68799c4-4gzjs; 031.85
ter 28 fev 2023 08:46:15 -03; Group 2; result-77f68799c4-4gzjs; 031.88
ter 28 fev 2023 08:46:47 -03; Group 2; result-77f68799c4-4gzjs; 031.72
ter 28 fev 2023 08:47:19 -03; Group 2; result-77f68799c4-4gzjs; 031.82
ter 28 fev 2023 08:47:51 -03; Group 2; result-77f68799c4-4gzjs; 031.85
ter 28 fev 2023 08:48:24 -03; Group 2; result-77f68799c4-4gzjs; 031.86
ter 28 fev 2023 08:48:56 -03; Group 2; result-77f68799c4-4gzjs; 031.84
ter 28 fev 2023 08:49:28 -03; Group 2; result-77f68799c4-4gzjs; 031.84
ter 28 fev 2023 08:50:00 -03; Group 2; result-77f68799c4-4gzjs; 031.72
ter 28 fev 2023 08:50:33 -03; Group 2; result-77f68799c4-4gzjs; 031.87
ter 28 fev 2023 08:51:05 -03; Group 2; result-77f68799c4-4gzjs; 031.84
ter 28 fev 2023 08:51:37 -03; Group 2; result-77f68799c4-4gzjs; 031.83
ter 28 fev 2023 08:52:09 -03; Group 2; result-77f68799c4-4gzjs; 031.81
ter 28 fev 2023 08:52:42 -03; Group 2; result-77f68799c4-4gzjs; 031.78
ter 28 fev 2023 08:53:14 -03; Group 2; result-77f68799c4-4gzjs; 031.79
ter 28 fev 2023 08:53:46 -03; Group 2; result-77f68799c4-4gzjs; 031.89
ter 28 fev 2023 08:54:18 -03; Group 2; result-77f68799c4-4gzjs; 031.86
ter 28 fev 2023 08:54:51 -03; Group 2; result-77f68799c4-4gzjs; 031.86
ter 28 fev 2023 08:55:23 -03; Group 2; result-77f68799c4-4gzjs; 031.86
ter 28 fev 2023 08:55:55 -03; Group 2; result-77f68799c4-4gzjs; 031.87
ter 28 fev 2023 08:56:27 -03; Group 2; result-77f68799c4-4gzjs; 031.85
ter 28 fev 2023 08:57:00 -03; Group 2; result-77f68799c4-4gzjs; 031.85
ter 28 fev 2023 08:57:32 -03; Group 2; result-77f68799c4-4gzjs; 031.88
ter 28 fev 2023 08:58:04 -03; Group 2; result-77f68799c4-4gzjs; 031.87
ter 28 fev 2023 08:58:37 -03; Group 2; result-77f68799c4-4gzjs; 031.86
ter 28 fev 2023 08:59:09 -03; Group 2; result-77f68799c4-4gzjs; 031.85
ter 28 fev 2023 08:59:41 -03; Group 2; result-77f68799c4-4gzjs; 031.85
ter 28 fev 2023 09:00:13 -03; Group 2; result-77f68799c4-4gzjs; 031.68
