Data; Group; Nome_POD; IPERF
ter 28 fev 2023 09:16:31 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:16:42 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:16:52 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:17:03 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:17:13 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:17:24 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:17:34 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.09
ter 28 fev 2023 09:17:45 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.12
ter 28 fev 2023 09:17:56 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:18:06 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:18:16 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.09
ter 28 fev 2023 09:18:27 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:18:37 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:18:48 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:18:58 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:19:09 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.09
ter 28 fev 2023 09:19:19 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:19:30 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:19:40 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:19:51 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:20:01 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:20:12 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:20:22 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:20:33 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.09
ter 28 fev 2023 09:20:43 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.09
ter 28 fev 2023 09:20:54 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:21:04 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:21:15 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.09
ter 28 fev 2023 09:21:25 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
ter 28 fev 2023 09:21:36 -03; Group 2; worker-78b9ff59fc-xxv5d; 010.08
