Data; Group; Nome_POD; IPERF
ter 28 fev 2023 09:00:46 -03; Group 2; vote-79787c6c8b-kw5cn; 31.83
ter 28 fev 2023 09:01:18 -03; Group 2; vote-79787c6c8b-kw5cn; 31.83
ter 28 fev 2023 09:01:50 -03; Group 2; vote-79787c6c8b-kw5cn; 31.86
ter 28 fev 2023 09:02:22 -03; Group 2; vote-79787c6c8b-kw5cn; 31.81
ter 28 fev 2023 09:02:55 -03; Group 2; vote-79787c6c8b-kw5cn; 31.84
ter 28 fev 2023 09:03:27 -03; Group 2; vote-79787c6c8b-kw5cn; 31.72
ter 28 fev 2023 09:03:59 -03; Group 2; vote-79787c6c8b-kw5cn; 31.83
ter 28 fev 2023 09:04:31 -03; Group 2; vote-79787c6c8b-kw5cn; 31.86
ter 28 fev 2023 09:05:04 -03; Group 2; vote-79787c6c8b-kw5cn; 31.83
ter 28 fev 2023 09:05:36 -03; Group 2; vote-79787c6c8b-kw5cn; 31.87
ter 28 fev 2023 09:06:08 -03; Group 2; vote-79787c6c8b-kw5cn; 31.87
ter 28 fev 2023 09:06:40 -03; Group 2; vote-79787c6c8b-kw5cn; 31.85
ter 28 fev 2023 09:07:13 -03; Group 2; vote-79787c6c8b-kw5cn; 31.81
ter 28 fev 2023 09:07:45 -03; Group 2; vote-79787c6c8b-kw5cn; 31.86
ter 28 fev 2023 09:08:17 -03; Group 2; vote-79787c6c8b-kw5cn; 31.76
ter 28 fev 2023 09:08:49 -03; Group 2; vote-79787c6c8b-kw5cn; 31.89
ter 28 fev 2023 09:09:22 -03; Group 2; vote-79787c6c8b-kw5cn; 31.85
ter 28 fev 2023 09:09:54 -03; Group 2; vote-79787c6c8b-kw5cn; 31.85
ter 28 fev 2023 09:10:26 -03; Group 2; vote-79787c6c8b-kw5cn; 31.69
ter 28 fev 2023 09:10:58 -03; Group 2; vote-79787c6c8b-kw5cn; 31.83
ter 28 fev 2023 09:11:31 -03; Group 2; vote-79787c6c8b-kw5cn; 31.83
ter 28 fev 2023 09:12:03 -03; Group 2; vote-79787c6c8b-kw5cn; 31.86
ter 28 fev 2023 09:12:35 -03; Group 2; vote-79787c6c8b-kw5cn; 31.86
ter 28 fev 2023 09:13:07 -03; Group 2; vote-79787c6c8b-kw5cn; 31.80
ter 28 fev 2023 09:13:40 -03; Group 2; vote-79787c6c8b-kw5cn; 31.87
ter 28 fev 2023 09:14:12 -03; Group 2; vote-79787c6c8b-kw5cn; 31.86
ter 28 fev 2023 09:14:44 -03; Group 2; vote-79787c6c8b-kw5cn; 31.87
ter 28 fev 2023 09:15:16 -03; Group 2; vote-79787c6c8b-kw5cn; 31.84
ter 28 fev 2023 09:15:49 -03; Group 2; vote-79787c6c8b-kw5cn; 31.86
ter 28 fev 2023 09:16:21 -03; Group 2; vote-79787c6c8b-kw5cn; 31.79
