Data; Group; Nome_POD; IPERF
ter 28 fev 2023 08:28:30 -03; Group 2; redis-67db9bd79b-cp5zn; 31.87
ter 28 fev 2023 08:29:02 -03; Group 2; redis-67db9bd79b-cp5zn; 31.86
ter 28 fev 2023 08:29:35 -03; Group 2; redis-67db9bd79b-cp5zn; 31.72
ter 28 fev 2023 08:30:07 -03; Group 2; redis-67db9bd79b-cp5zn; 31.71
ter 28 fev 2023 08:30:39 -03; Group 2; redis-67db9bd79b-cp5zn; 31.86
ter 28 fev 2023 08:31:11 -03; Group 2; redis-67db9bd79b-cp5zn; 31.82
ter 28 fev 2023 08:31:44 -03; Group 2; redis-67db9bd79b-cp5zn; 31.86
ter 28 fev 2023 08:32:16 -03; Group 2; redis-67db9bd79b-cp5zn; 31.85
ter 28 fev 2023 08:32:48 -03; Group 2; redis-67db9bd79b-cp5zn; 31.86
ter 28 fev 2023 08:33:20 -03; Group 2; redis-67db9bd79b-cp5zn; 31.85
ter 28 fev 2023 08:33:53 -03; Group 2; redis-67db9bd79b-cp5zn; 31.80
ter 28 fev 2023 08:34:25 -03; Group 2; redis-67db9bd79b-cp5zn; 31.86
ter 28 fev 2023 08:34:57 -03; Group 2; redis-67db9bd79b-cp5zn; 31.89
ter 28 fev 2023 08:35:29 -03; Group 2; redis-67db9bd79b-cp5zn; 31.87
ter 28 fev 2023 08:36:02 -03; Group 2; redis-67db9bd79b-cp5zn; 31.87
ter 28 fev 2023 08:36:34 -03; Group 2; redis-67db9bd79b-cp5zn; 31.87
ter 28 fev 2023 08:37:06 -03; Group 2; redis-67db9bd79b-cp5zn; 31.86
ter 28 fev 2023 08:37:39 -03; Group 2; redis-67db9bd79b-cp5zn; 31.85
ter 28 fev 2023 08:38:11 -03; Group 2; redis-67db9bd79b-cp5zn; 31.84
ter 28 fev 2023 08:38:43 -03; Group 2; redis-67db9bd79b-cp5zn; 31.85
ter 28 fev 2023 08:39:15 -03; Group 2; redis-67db9bd79b-cp5zn; 31.82
ter 28 fev 2023 08:39:48 -03; Group 2; redis-67db9bd79b-cp5zn; 31.74
ter 28 fev 2023 08:40:20 -03; Group 2; redis-67db9bd79b-cp5zn; 31.85
ter 28 fev 2023 08:40:52 -03; Group 2; redis-67db9bd79b-cp5zn; 31.79
ter 28 fev 2023 08:41:24 -03; Group 2; redis-67db9bd79b-cp5zn; 31.84
ter 28 fev 2023 08:41:57 -03; Group 2; redis-67db9bd79b-cp5zn; 31.87
ter 28 fev 2023 08:42:29 -03; Group 2; redis-67db9bd79b-cp5zn; 31.85
ter 28 fev 2023 08:43:01 -03; Group 2; redis-67db9bd79b-cp5zn; 31.84
ter 28 fev 2023 08:43:33 -03; Group 2; redis-67db9bd79b-cp5zn; 31.85
ter 28 fev 2023 08:44:06 -03; Group 2; redis-67db9bd79b-cp5zn; 31.81
