Group,APT
Group 2,202.01678123271
Group 2,201.01678123392
Group 2,202.01678123514
Group 2,201.01678123635
Group 2,202.01678123757
Group 2,202.01678123879
Group 2,201.01678124000
Group 2,202.01678124122
Group 2,202.01678124244
Group 2,201.01678124365
Group 2,202.01678124487
Group 2,201.01678124608
Group 2,202.01678124730
Group 2,202.01678124852
Group 2,201.01678124973
Group 2,202.01678125095
Group 2,201.01678125216
Group 2,202.01678125338
Group 2,202.01678125460
Group 2,201.01678125581
Group 2,4202.01678125703
Group 2,201.01678125824
Group 2,202.01678125946
Group 2,201.01678126067
Group 2,202.01678126189
Group 2,202.01678126311
Group 2,202.01678126433
Group 2,201.01678126554
Group 2,202.01678126676
Group 2,201.01678126797
