Data; Group; Nome_POD; IPERF
seg 27 fev 2023 11:22:55 -03; Group 1; redis-67db9bd79b-6v9ng; 8.87
seg 27 fev 2023 11:23:06 -03; Group 1; redis-67db9bd79b-6v9ng; 9.02
seg 27 fev 2023 11:23:16 -03; Group 1; redis-67db9bd79b-6v9ng; 8.93
seg 27 fev 2023 11:23:27 -03; Group 1; redis-67db9bd79b-6v9ng; 8.65
seg 27 fev 2023 11:23:37 -03; Group 1; redis-67db9bd79b-6v9ng; 8.91
seg 27 fev 2023 11:23:48 -03; Group 1; redis-67db9bd79b-6v9ng; 8.51
seg 27 fev 2023 11:23:58 -03; Group 1; redis-67db9bd79b-6v9ng; 8.97
seg 27 fev 2023 11:24:09 -03; Group 1; redis-67db9bd79b-6v9ng; 8.86
seg 27 fev 2023 11:24:19 -03; Group 1; redis-67db9bd79b-6v9ng; 8.65
seg 27 fev 2023 11:24:30 -03; Group 1; redis-67db9bd79b-6v9ng; 8.94
seg 27 fev 2023 11:24:40 -03; Group 1; redis-67db9bd79b-6v9ng; 8.85
seg 27 fev 2023 11:24:51 -03; Group 1; redis-67db9bd79b-6v9ng; 8.74
seg 27 fev 2023 11:25:01 -03; Group 1; redis-67db9bd79b-6v9ng; 8.78
seg 27 fev 2023 11:25:12 -03; Group 1; redis-67db9bd79b-6v9ng; 8.76
seg 27 fev 2023 11:25:22 -03; Group 1; redis-67db9bd79b-6v9ng; 8.89
seg 27 fev 2023 11:25:33 -03; Group 1; redis-67db9bd79b-6v9ng; 8.81
seg 27 fev 2023 11:25:43 -03; Group 1; redis-67db9bd79b-6v9ng; 8.97
seg 27 fev 2023 11:25:54 -03; Group 1; redis-67db9bd79b-6v9ng; 8.78
seg 27 fev 2023 11:26:04 -03; Group 1; redis-67db9bd79b-6v9ng; 8.91
seg 27 fev 2023 11:26:15 -03; Group 1; redis-67db9bd79b-6v9ng; 8.64
seg 27 fev 2023 11:26:25 -03; Group 1; redis-67db9bd79b-6v9ng; 8.69
seg 27 fev 2023 11:26:36 -03; Group 1; redis-67db9bd79b-6v9ng; 8.62
seg 27 fev 2023 11:26:46 -03; Group 1; redis-67db9bd79b-6v9ng; 8.97
seg 27 fev 2023 11:26:57 -03; Group 1; redis-67db9bd79b-6v9ng; 8.62
seg 27 fev 2023 11:27:07 -03; Group 1; redis-67db9bd79b-6v9ng; 8.77
seg 27 fev 2023 11:27:18 -03; Group 1; redis-67db9bd79b-6v9ng; 8.77
seg 27 fev 2023 11:27:28 -03; Group 1; redis-67db9bd79b-6v9ng; 8.83
seg 27 fev 2023 11:27:39 -03; Group 1; redis-67db9bd79b-6v9ng; 8.80
seg 27 fev 2023 11:27:49 -03; Group 1; redis-67db9bd79b-6v9ng; 8.78
seg 27 fev 2023 11:28:00 -03; Group 1; redis-67db9bd79b-6v9ng; 8.48
