Group,APT
Group 1,1.94
Group 1,0.74
Group 1,0.71
Group 1,0.73
Group 1,0.70
Group 1,0.76
Group 1,0.70
Group 1,0.83
Group 1,0.70
Group 1,1.59
Group 1,0.78
Group 1,1.39
Group 1,1.04
Group 1,0.75
Group 1,0.79
Group 1,1.58
Group 1,1.56
Group 1,0.77
Group 1,1.45
Group 1,1.39
Group 1,0.74
Group 1,0.86
Group 1,0.80
Group 1,1.00
Group 1,1.06
Group 1,1.13
Group 1,0.71
Group 1,0.75
Group 1,0.74
Group 1,0.71
Group 2,10.38
Group 2,10.39
Group 2,10.55
Group 2,10.39
Group 2,10.40
Group 2,10.40
Group 2,10.40
Group 2,10.37
Group 2,10.39
Group 2,10.40
Group 2,10.40
Group 2,10.39
Group 2,10.38
Group 2,10.38
Group 2,10.44
Group 2,10.37
Group 2,10.39
Group 2,10.39
Group 2,10.39
Group 2,10.41
Group 2,10.37
Group 2,10.38
Group 2,10.39
Group 2,10.40
Group 2,10.39
Group 2,10.40
Group 2,10.39
Group 2,10.43
Group 2,10.38
Group 2,10.42
