Group,APT
Group 1,1.34
Group 1,0.36
Group 1,0.38
Group 1,0.47
Group 1,0.36
Group 1,0.36
Group 1,0.36
Group 1,0.37
Group 1,0.38
Group 1,0.37
Group 1,0.39
Group 1,0.36
Group 1,0.75
Group 1,0.38
Group 1,0.36
Group 1,0.38
Group 1,0.36
Group 1,0.38
Group 1,0.37
Group 1,0.37
Group 1,0.37
Group 1,0.38
Group 1,0.36
Group 1,0.36
Group 1,0.37
Group 1,0.77
Group 1,0.38
Group 1,0.36
Group 1,0.44
Group 1,0.37
Group 2,10.19
Group 2,10.29
Group 2,10.20
Group 2,10.18
Group 2,10.19
Group 2,10.19
Group 2,10.21
Group 2,10.18
Group 2,10.19
Group 2,10.19
Group 2,10.19
Group 2,10.18
Group 2,10.18
Group 2,10.19
Group 2,10.19
Group 2,10.19
Group 2,10.18
Group 2,10.21
Group 2,10.22
Group 2,10.20
Group 2,10.19
Group 2,10.20
Group 2,10.19
Group 2,10.19
Group 2,10.20
Group 2,10.21
Group 2,10.20
Group 2,10.20
Group 2,10.22
Group 2,10.20
