Group,APT
Group 1,02.210
Group 1,01.516
Group 1,01.550
Group 1,01.617
Group 1,01.631
Group 1,01.710
Group 1,01.566
Group 1,01.509
Group 1,01.626
Group 1,01.534
Group 1,01.783
Group 1,01.532
Group 1,01.509
Group 1,01.599
Group 1,01.631
Group 1,01.700
Group 1,01.524
Group 1,01.600
Group 1,01.608
Group 1,01.614
Group 1,01.650
Group 1,01.496
Group 1,01.521
Group 1,01.567
Group 1,01.555
Group 1,01.671
Group 1,01.505
Group 1,01.463
Group 1,01.489
Group 1,01.561
Group 2,21.194
Group 2,21.185
Group 2,21.141
Group 2,21.077
Group 2,21.125
Group 2,21.239
Group 2,21.122
Group 2,21.094
Group 2,21.117
Group 2,21.097
Group 2,21.102
Group 2,21.191
Group 2,21.246
Group 2,21.149
Group 2,21.148
Group 2,21.111
Group 2,21.105
Group 2,21.142
Group 2,21.299
Group 2,21.118
Group 2,21.158
Group 2,21.133
Group 2,21.102
Group 2,21.142
Group 2,21.296
Group 2,21.137
Group 2,21.083
Group 2,21.174
Group 2,21.101
Group 2,21.139
