Group,APT
Group 1,01.541
Group 1,01.501
Group 1,01.524
Group 1,01.555
Group 1,01.671
Group 1,01.542
Group 1,01.481
Group 1,01.500
Group 1,01.553
Group 1,01.637
Group 1,01.482
Group 1,01.470
Group 1,01.488
Group 1,01.545
Group 1,01.646
Group 1,01.498
Group 1,01.652
Group 1,01.460
Group 1,01.498
Group 1,01.468
Group 1,01.567
Group 1,01.510
Group 1,01.485
Group 1,01.589
Group 1,01.520
Group 1,01.745
Group 1,01.505
Group 1,01.449
Group 1,01.490
Group 1,01.518
Group 2,01.639
Group 2,01.709
Group 2,01.564
Group 2,01.545
Group 2,01.479
Group 2,01.548
Group 2,01.723
Group 2,01.499
Group 2,01.522
Group 2,01.483
Group 2,01.508
Group 2,01.665
Group 2,01.512
Group 2,01.491
Group 2,01.514
Group 2,01.482
Group 2,01.547
Group 2,01.556
Group 2,01.469
Group 2,01.486
Group 2,01.586
Group 2,01.522
Group 2,01.657
Group 2,01.533
Group 2,01.599
Group 2,01.520
Group 2,01.455
Group 2,01.653
Group 2,01.484
Group 2,01.496
