Data; Group; Nome_POD; APT
sex 24 fev 2023 18:52:32 -03; Group 1; db-684b9b49fd-s8h8b; 01.505
sex 24 fev 2023 18:52:34 -03; Group 1; db-684b9b49fd-s8h8b; 01.496
sex 24 fev 2023 18:52:36 -03; Group 1; db-684b9b49fd-s8h8b; 01.590
sex 24 fev 2023 18:52:38 -03; Group 1; db-684b9b49fd-s8h8b; 01.956
sex 24 fev 2023 18:52:40 -03; Group 1; db-684b9b49fd-s8h8b; 01.475
sex 24 fev 2023 18:52:42 -03; Group 1; db-684b9b49fd-s8h8b; 01.635
sex 24 fev 2023 18:52:44 -03; Group 1; db-684b9b49fd-s8h8b; 01.560
sex 24 fev 2023 18:52:46 -03; Group 1; db-684b9b49fd-s8h8b; 01.641
sex 24 fev 2023 18:52:48 -03; Group 1; db-684b9b49fd-s8h8b; 01.734
sex 24 fev 2023 18:52:50 -03; Group 1; db-684b9b49fd-s8h8b; 01.527
sex 24 fev 2023 18:52:52 -03; Group 1; db-684b9b49fd-s8h8b; 01.563
sex 24 fev 2023 18:52:54 -03; Group 1; db-684b9b49fd-s8h8b; 01.571
sex 24 fev 2023 18:52:56 -03; Group 1; db-684b9b49fd-s8h8b; 01.577
sex 24 fev 2023 18:52:58 -03; Group 1; db-684b9b49fd-s8h8b; 01.712
sex 24 fev 2023 18:53:00 -03; Group 1; db-684b9b49fd-s8h8b; 01.498
sex 24 fev 2023 18:53:02 -03; Group 1; db-684b9b49fd-s8h8b; 01.608
sex 24 fev 2023 18:53:04 -03; Group 1; db-684b9b49fd-s8h8b; 01.463
sex 24 fev 2023 18:53:06 -03; Group 1; db-684b9b49fd-s8h8b; 01.595
sex 24 fev 2023 18:53:08 -03; Group 1; db-684b9b49fd-s8h8b; 01.854
sex 24 fev 2023 18:53:10 -03; Group 1; db-684b9b49fd-s8h8b; 01.562
sex 24 fev 2023 18:53:12 -03; Group 1; db-684b9b49fd-s8h8b; 01.651
sex 24 fev 2023 18:53:14 -03; Group 1; db-684b9b49fd-s8h8b; 01.526
sex 24 fev 2023 18:53:16 -03; Group 1; db-684b9b49fd-s8h8b; 01.436
sex 24 fev 2023 18:53:18 -03; Group 1; db-684b9b49fd-s8h8b; 01.679
sex 24 fev 2023 18:53:20 -03; Group 1; db-684b9b49fd-s8h8b; 01.531
sex 24 fev 2023 18:53:22 -03; Group 1; db-684b9b49fd-s8h8b; 01.553
sex 24 fev 2023 18:53:24 -03; Group 1; db-684b9b49fd-s8h8b; 01.597
sex 24 fev 2023 18:53:26 -03; Group 1; db-684b9b49fd-s8h8b; 01.613
sex 24 fev 2023 18:53:28 -03; Group 1; db-684b9b49fd-s8h8b; 01.823
sex 24 fev 2023 18:53:30 -03; Group 1; db-684b9b49fd-s8h8b; 01.584
