Data; Group; Nome_POD; APT
sex 24 fev 2023 18:53:32 -03; Group 1; redis-67db9bd79b-vfkg5; 1.56
sex 24 fev 2023 18:53:33 -03; Group 1; redis-67db9bd79b-vfkg5; 0.75
sex 24 fev 2023 18:53:34 -03; Group 1; redis-67db9bd79b-vfkg5; 0.73
sex 24 fev 2023 18:53:35 -03; Group 1; redis-67db9bd79b-vfkg5; 0.72
sex 24 fev 2023 18:53:36 -03; Group 1; redis-67db9bd79b-vfkg5; 0.68
sex 24 fev 2023 18:53:38 -03; Group 1; redis-67db9bd79b-vfkg5; 0.89
sex 24 fev 2023 18:53:39 -03; Group 1; redis-67db9bd79b-vfkg5; 0.71
sex 24 fev 2023 18:53:40 -03; Group 1; redis-67db9bd79b-vfkg5; 0.69
sex 24 fev 2023 18:53:41 -03; Group 1; redis-67db9bd79b-vfkg5; 0.68
sex 24 fev 2023 18:53:42 -03; Group 1; redis-67db9bd79b-vfkg5; 1.14
sex 24 fev 2023 18:53:44 -03; Group 1; redis-67db9bd79b-vfkg5; 0.73
sex 24 fev 2023 18:53:45 -03; Group 1; redis-67db9bd79b-vfkg5; 0.68
sex 24 fev 2023 18:53:46 -03; Group 1; redis-67db9bd79b-vfkg5; 0.75
sex 24 fev 2023 18:53:47 -03; Group 1; redis-67db9bd79b-vfkg5; 0.74
sex 24 fev 2023 18:53:48 -03; Group 1; redis-67db9bd79b-vfkg5; 0.69
sex 24 fev 2023 18:53:49 -03; Group 1; redis-67db9bd79b-vfkg5; 0.72
sex 24 fev 2023 18:53:50 -03; Group 1; redis-67db9bd79b-vfkg5; 0.72
sex 24 fev 2023 18:53:51 -03; Group 1; redis-67db9bd79b-vfkg5; 0.75
sex 24 fev 2023 18:53:53 -03; Group 1; redis-67db9bd79b-vfkg5; 1.10
sex 24 fev 2023 18:53:54 -03; Group 1; redis-67db9bd79b-vfkg5; 0.70
sex 24 fev 2023 18:53:55 -03; Group 1; redis-67db9bd79b-vfkg5; 0.75
sex 24 fev 2023 18:53:56 -03; Group 1; redis-67db9bd79b-vfkg5; 0.72
sex 24 fev 2023 18:53:58 -03; Group 1; redis-67db9bd79b-vfkg5; 0.82
sex 24 fev 2023 18:53:59 -03; Group 1; redis-67db9bd79b-vfkg5; 0.73
sex 24 fev 2023 18:54:00 -03; Group 1; redis-67db9bd79b-vfkg5; 0.71
sex 24 fev 2023 18:54:01 -03; Group 1; redis-67db9bd79b-vfkg5; 0.68
sex 24 fev 2023 18:54:02 -03; Group 1; redis-67db9bd79b-vfkg5; 0.69
sex 24 fev 2023 18:54:04 -03; Group 1; redis-67db9bd79b-vfkg5; 1.83
sex 24 fev 2023 18:54:05 -03; Group 1; redis-67db9bd79b-vfkg5; 0.71
sex 24 fev 2023 18:54:06 -03; Group 1; redis-67db9bd79b-vfkg5; 0.73
