Data; Group; Nome_POD; APT
sex 24 fev 2023 18:54:09 -03; Group 1; result-77f68799c4-2p4sr; 01.903
sex 24 fev 2023 18:54:11 -03; Group 1; result-77f68799c4-2p4sr; 01.476
sex 24 fev 2023 18:54:12 -03; Group 1; result-77f68799c4-2p4sr; 01.513
sex 24 fev 2023 18:54:14 -03; Group 1; result-77f68799c4-2p4sr; 01.412
sex 24 fev 2023 18:54:16 -03; Group 1; result-77f68799c4-2p4sr; 01.430
sex 24 fev 2023 18:54:18 -03; Group 1; result-77f68799c4-2p4sr; 01.742
sex 24 fev 2023 18:54:20 -03; Group 1; result-77f68799c4-2p4sr; 01.419
sex 24 fev 2023 18:54:22 -03; Group 1; result-77f68799c4-2p4sr; 01.531
sex 24 fev 2023 18:54:24 -03; Group 1; result-77f68799c4-2p4sr; 01.433
sex 24 fev 2023 18:54:26 -03; Group 1; result-77f68799c4-2p4sr; 01.544
sex 24 fev 2023 18:54:28 -03; Group 1; result-77f68799c4-2p4sr; 01.737
sex 24 fev 2023 18:54:30 -03; Group 1; result-77f68799c4-2p4sr; 01.538
sex 24 fev 2023 18:54:32 -03; Group 1; result-77f68799c4-2p4sr; 01.549
sex 24 fev 2023 18:54:34 -03; Group 1; result-77f68799c4-2p4sr; 01.602
sex 24 fev 2023 18:54:36 -03; Group 1; result-77f68799c4-2p4sr; 01.545
sex 24 fev 2023 18:54:38 -03; Group 1; result-77f68799c4-2p4sr; 01.704
sex 24 fev 2023 18:54:40 -03; Group 1; result-77f68799c4-2p4sr; 01.542
sex 24 fev 2023 18:54:41 -03; Group 1; result-77f68799c4-2p4sr; 01.531
sex 24 fev 2023 18:54:43 -03; Group 1; result-77f68799c4-2p4sr; 01.498
sex 24 fev 2023 18:54:45 -03; Group 1; result-77f68799c4-2p4sr; 01.530
sex 24 fev 2023 18:54:47 -03; Group 1; result-77f68799c4-2p4sr; 01.639
sex 24 fev 2023 18:54:49 -03; Group 1; result-77f68799c4-2p4sr; 01.621
sex 24 fev 2023 18:54:51 -03; Group 1; result-77f68799c4-2p4sr; 01.472
sex 24 fev 2023 18:54:53 -03; Group 1; result-77f68799c4-2p4sr; 01.666
sex 24 fev 2023 18:54:55 -03; Group 1; result-77f68799c4-2p4sr; 01.445
sex 24 fev 2023 18:54:57 -03; Group 1; result-77f68799c4-2p4sr; 01.431
sex 24 fev 2023 18:54:59 -03; Group 1; result-77f68799c4-2p4sr; 01.556
sex 24 fev 2023 18:55:01 -03; Group 1; result-77f68799c4-2p4sr; 01.438
sex 24 fev 2023 18:55:03 -03; Group 1; result-77f68799c4-2p4sr; 01.571
sex 24 fev 2023 18:55:05 -03; Group 1; result-77f68799c4-2p4sr; 01.439
