Group,WGET
Group 1,00.292
Group 1,00.364
Group 1,00.306
Group 1,00.326
Group 1,00.298
Group 1,00.295
Group 1,00.303
Group 1,00.276
Group 1,00.308
Group 1,00.265
Group 1,00.322
Group 1,00.280
Group 1,00.302
Group 1,00.303
Group 1,00.299
Group 1,00.286
Group 1,00.298
Group 1,00.267
Group 1,00.301
Group 1,00.331
Group 1,00.281
Group 1,00.278
Group 1,00.284
Group 1,00.292
Group 1,00.280
Group 1,00.308
Group 1,00.299
Group 1,00.300
Group 1,00.284
Group 1,00.284
Group 2,020.045
Group 2,020.044
Group 2,020.036
Group 2,020.031
Group 2,020.042
Group 2,020.030
Group 2,020.031
Group 2,020.034
Group 2,020.036
Group 2,020.033
Group 2,020.039
Group 2,020.035
Group 2,020.040
Group 2,020.028
Group 2,020.034
Group 2,020.043
Group 2,020.029
Group 2,020.030
Group 2,020.036
Group 2,020.032
Group 2,020.031
Group 2,020.041
Group 2,020.035
Group 2,020.131
Group 2,020.028
Group 2,020.036
Group 2,020.058
Group 2,020.041
Group 2,020.037
Group 2,020.035
