Group,CURL
Group 1,00.357
Group 1,00.283
Group 1,00.313
Group 1,00.316
Group 1,00.287
Group 1,00.338
Group 1,00.315
Group 1,00.284
Group 1,00.308
Group 1,00.290
Group 1,00.290
Group 1,00.291
Group 1,00.311
Group 1,00.328
Group 1,00.338
Group 1,00.304
Group 1,00.337
Group 1,00.278
Group 1,00.279
Group 1,00.329
Group 1,00.301
Group 1,00.381
Group 1,00.275
Group 1,00.278
Group 1,00.336
Group 1,00.320
Group 1,00.283
Group 1,00.340
Group 1,00.295
Group 1,00.294
Group 2,020.654
Group 2,020.637
Group 2,020.627
Group 2,020.646
Group 2,020.649
Group 2,020.667
Group 2,020.649
Group 2,020.599
Group 2,020.597
Group 2,020.608
Group 2,020.572
Group 2,020.641
Group 2,020.653
Group 2,020.659
Group 2,020.627
Group 2,020.691
Group 2,020.625
Group 2,020.622
Group 2,020.609
Group 2,020.619
Group 2,020.652
Group 2,020.636
Group 2,020.597
Group 2,020.638
Group 2,020.615
Group 2,020.600
Group 2,020.629
Group 2,020.596
Group 2,020.606
Group 2,020.655
